OCC,DATECONST,NATLOC,DECILE,DECILE_PB,ENERGIE,ETIQUETTE,NB_LOG
LP,Après 1948,AP,D6,D2,Electricité,F,238.881615
LP,Après 1948,MA,D6,D2,Electricité,F,166.6590142
LP,Après 1948,AP,D7,D2,Electricité,F,182.7675415
LP,Après 1948,MA,D7,D2,Electricité,F,152.2986733
LP,Après 1948,AP,D8,D2,Electricité,F,140.8871491
LP,Après 1948,MA,D8,D2,Electricité,F,131.7466457
LP,Après 1948,AP,D9,D2,Electricité,F,135.2878819
LP,Après 1948,MA,D9,D2,Electricité,F,111.022826
LP,Après 1948,AP,D10,D2,Electricité,F,101.5544087
LP,Après 1948,MA,D10,D2,Electricité,F,59.24984614
LP,Après 1948,AP,D1,D3,Electricité,F,616.220306
LP,Après 1948,MA,D1,D3,Electricité,F,360.2604239
LP,Après 1948,AP,D2,D3,Electricité,F,503.1191265
LP,Après 1948,MA,D2,D3,Electricité,F,240.6917512
LP,Après 1948,AP,D3,D3,Electricité,F,417.2127987
LP,Après 1948,MA,D3,D3,Electricité,F,378.9578359
LP,Après 1948,AP,D4,D3,Electricité,F,349.3308765
LP,Après 1948,MA,D4,D3,Electricité,F,336.5582432
LP,Après 1948,AP,D5,D3,Electricité,F,314.1242986
LP,Après 1948,MA,D5,D3,Electricité,F,272.878063
LP,Après 1948,AP,D6,D3,Electricité,F,273.1880179
LP,Après 1948,MA,D6,D3,Electricité,F,289.6255567
LP,Après 1948,AP,D7,D3,Electricité,F,229.6159108
LP,Après 1948,MA,D7,D3,Electricité,F,219.8547372
LP,Après 1948,AP,D8,D3,Electricité,F,176.1739632
LP,Après 1948,MA,D8,D3,Electricité,F,193.0605217
LP,Après 1948,AP,D9,D3,Electricité,F,190.7234515
LP,Après 1948,MA,D9,D3,Electricité,F,150.7630076
LP,Après 1948,AP,D10,D3,Electricité,F,92.77947913
LP,Après 1948,MA,D10,D3,Electricité,F,62.30019666
LP,Après 1948,AP,D1,D4,Electricité,F,704.4313784
LP,Après 1948,MA,D1,D4,Electricité,F,256.6996101
LP,Après 1948,AP,D2,D4,Electricité,F,402.3338609
LP,Après 1948,MA,D2,D4,Electricité,F,363.9567032
LP,Après 1948,AP,D3,D4,Electricité,F,550.7121883
LP,Après 1948,MA,D3,D4,Electricité,F,263.2969839
LP,Après 1948,AP,D4,D4,Electricité,F,455.1035787
LP,Après 1948,MA,D4,D4,Electricité,F,377.0147284
LP,Après 1948,AP,D5,D4,Electricité,F,498.0874986
LP,Après 1948,MA,D5,D4,Electricité,F,387.9361422
LP,Après 1948,AP,D6,D4,Electricité,F,352.7102676
LP,Après 1948,MA,D6,D4,Electricité,F,294.8781909
LP,Après 1948,AP,D7,D4,Electricité,F,335.3371832
LP,Après 1948,MA,D7,D4,Electricité,F,241.7234991
LP,Après 1948,AP,D8,D4,Electricité,F,242.012666
LP,Après 1948,MA,D8,D4,Electricité,F,198.8855044
LP,Après 1948,AP,D9,D4,Electricité,F,160.9368335
LP,Après 1948,MA,D9,D4,Electricité,F,105.2256838
LP,Après 1948,AP,D10,D4,Electricité,F,123.5078692
LP,Après 1948,MA,D10,D4,Electricité,F,64.33485279
LP,Après 1948,AP,D1,D5,Electricité,F,803.4876447
LP,Après 1948,MA,D1,D5,Electricité,F,287.1730566
LP,Après 1948,AP,D2,D5,Electricité,F,676.5868886
LP,Après 1948,MA,D2,D5,Electricité,F,370.8155193
LP,Après 1948,AP,D3,D5,Electricité,F,541.1201991
LP,Après 1948,MA,D3,D5,Electricité,F,360.3109719
LP,Après 1948,AP,D4,D5,Electricité,F,555.8813723
LP,Après 1948,MA,D4,D5,Electricité,F,372.3135748
LP,Après 1948,AP,D5,D5,Electricité,F,688.8507893
LP,Après 1948,MA,D5,D5,Electricité,F,428.7669701
LP,Après 1948,AP,D6,D5,Electricité,F,523.234161
LP,Après 1948,MA,D6,D5,Electricité,F,358.7981419
LP,Après 1948,AP,D7,D5,Electricité,F,500.1268394
LP,Après 1948,MA,D7,D5,Electricité,F,343.771888
LP,Après 1948,AP,D8,D5,Electricité,F,218.1648393
LP,Après 1948,MA,D8,D5,Electricité,F,279.408993
LP,Après 1948,AP,D9,D5,Electricité,F,234.4622157
LP,Après 1948,MA,D9,D5,Electricité,F,172.2623509
LP,Après 1948,AP,D10,D5,Electricité,F,184.3366041
LP,Après 1948,MA,D10,D5,Electricité,F,84.83049551
LP,Après 1948,AP,D1,D6,Electricité,F,1074.080867
LP,Après 1948,MA,D1,D6,Electricité,F,372.7936876
LP,Après 1948,AP,D2,D6,Electricité,F,798.4262677
LP,Après 1948,MA,D2,D6,Electricité,F,415.6112716
LP,Après 1948,AP,D3,D6,Electricité,F,656.5714447
LP,Après 1948,MA,D3,D6,Electricité,F,422.473733
LP,Après 1948,AP,D4,D6,Electricité,F,802.1866229
LP,Après 1948,MA,D4,D6,Electricité,F,494.5892567
LP,Après 1948,AP,D5,D6,Electricité,F,593.9369253
LP,Après 1948,MA,D5,D6,Electricité,F,468.4537003
LP,Après 1948,AP,D6,D6,Electricité,F,620.3418491
LP,Après 1948,MA,D6,D6,Electricité,F,434.7520134
LP,Après 1948,AP,D7,D6,Electricité,F,573.6177009
LP,Après 1948,MA,D7,D6,Electricité,F,408.2918391
LP,Après 1948,AP,D8,D6,Electricité,F,416.9108179
LP,Après 1948,MA,D8,D6,Electricité,F,289.9901627
LP,Après 1948,AP,D9,D6,Electricité,F,348.7407866
LP,Après 1948,MA,D9,D6,Electricité,F,245.8693811
LP,Après 1948,AP,D10,D6,Electricité,F,235.0948169
LP,Après 1948,MA,D10,D6,Electricité,F,103.0338265
LP,Après 1948,AP,D1,D7,Electricité,F,1343.945399
LP,Après 1948,MA,D1,D7,Electricité,F,323.6772965
LP,Après 1948,AP,D2,D7,Electricité,F,1050.586592
LP,Après 1948,MA,D2,D7,Electricité,F,503.1927889
LP,Après 1948,AP,D3,D7,Electricité,F,1049.477926
LP,Après 1948,MA,D3,D7,Electricité,F,483.7641247
LP,Après 1948,AP,D4,D7,Electricité,F,874.7782989
LP,Après 1948,MA,D4,D7,Electricité,F,445.7719549
LP,Après 1948,AP,D5,D7,Electricité,F,906.2155489
LP,Après 1948,MA,D5,D7,Electricité,F,442.6117891
LP,Après 1948,AP,D6,D7,Electricité,F,791.6648861
LP,Après 1948,MA,D6,D7,Electricité,F,468.8318092
LP,Après 1948,AP,D7,D7,Electricité,F,883.0987649
LP,Après 1948,MA,D7,D7,Electricité,F,457.9029282
LP,Après 1948,AP,D8,D7,Electricité,F,681.4754776
LP,Après 1948,MA,D8,D7,Electricité,F,438.7532625
LP,Après 1948,AP,D9,D7,Electricité,F,464.3227387
LP,Après 1948,MA,D9,D7,Electricité,F,272.4394432
LP,Après 1948,AP,D10,D7,Electricité,F,307.6801534
LP,Après 1948,MA,D10,D7,Electricité,F,139.0047532
LP,Après 1948,AP,D1,D8,Electricité,F,1745.728443
LP,Après 1948,MA,D1,D8,Electricité,F,454.3870891
LP,Après 1948,AP,D2,D8,Electricité,F,1578.937038
LP,Après 1948,MA,D2,D8,Electricité,F,625.9376811
LP,Après 1948,AP,D3,D8,Electricité,F,1170.946274
LP,Après 1948,MA,D3,D8,Electricité,F,632.9387791
LP,Après 1948,AP,D4,D8,Electricité,F,1265.075242
LP,Après 1948,MA,D4,D8,Electricité,F,626.6392191
LP,Après 1948,AP,D5,D8,Electricité,F,1273.261845
LP,Après 1948,MA,D5,D8,Electricité,F,627.2641646
LP,Après 1948,AP,D6,D8,Electricité,F,1215.832446
LP,Après 1948,MA,D6,D8,Electricité,F,665.0467876
LP,Après 1948,AP,D7,D8,Electricité,F,1007.354105
LP,Après 1948,MA,D7,D8,Electricité,F,493.8809198
LP,Après 1948,AP,D8,D8,Electricité,F,973.8380179
LP,Après 1948,MA,D8,D8,Electricité,F,573.349589
LP,Après 1948,AP,D9,D8,Electricité,F,793.4390807
LP,Après 1948,MA,D9,D8,Electricité,F,452.4601602
LP,Après 1948,AP,D10,D8,Electricité,F,472.2844505
LP,Après 1948,MA,D10,D8,Electricité,F,237.9320586
LP,Après 1948,AP,D1,D9,Electricité,F,2512.972725
LP,Après 1948,MA,D1,D9,Electricité,F,518.2809932
LP,Après 1948,AP,D2,D9,Electricité,F,2216.490324
LP,Après 1948,MA,D2,D9,Electricité,F,856.6718429
LP,Après 1948,AP,D3,D9,Electricité,F,1837.013938
LP,Après 1948,MA,D3,D9,Electricité,F,722.2789434
LP,Après 1948,AP,D4,D9,Electricité,F,1842.813228
LP,Après 1948,MA,D4,D9,Electricité,F,774.728238
LP,Après 1948,AP,D5,D9,Electricité,F,1887.339506
LP,Après 1948,MA,D5,D9,Electricité,F,798.6245482
LP,Après 1948,AP,D6,D9,Electricité,F,1919.198961
LP,Après 1948,MA,D6,D9,Electricité,F,753.9644457
LP,Après 1948,AP,D7,D9,Electricité,F,1757.026766
LP,Après 1948,MA,D7,D9,Electricité,F,701.0167868
LP,Après 1948,AP,D8,D9,Electricité,F,1451.758862
LP,Après 1948,MA,D8,D9,Electricité,F,693.4136575
LP,Après 1948,AP,D9,D9,Electricité,F,1248.879177
LP,Après 1948,MA,D9,D9,Electricité,F,537.8149618
LP,Après 1948,AP,D10,D9,Electricité,F,893.7121278
LP,Après 1948,MA,D10,D9,Electricité,F,385.1532428
LP,Après 1948,AP,D1,NC,Electricité,F,27305.52937
LP,Après 1948,MA,D1,NC,Electricité,F,3668.894583
LP,Après 1948,AP,D2,NC,Electricité,F,15964.73942
LP,Après 1948,MA,D2,NC,Electricité,F,4009.780612
LP,Après 1948,AP,D3,NC,Electricité,F,11660.50579
LP,Après 1948,MA,D3,NC,Electricité,F,3631.100236
LP,Après 1948,AP,D4,NC,Electricité,F,11192.99745
LP,Après 1948,MA,D4,NC,Electricité,F,3625.023246
LP,Après 1948,AP,D5,NC,Electricité,F,10263.55498
LP,Après 1948,MA,D5,NC,Electricité,F,3193.336538
LP,Après 1948,AP,D6,NC,Electricité,F,8673.839181
LP,Après 1948,MA,D6,NC,Electricité,F,2751.706314
LP,Après 1948,AP,D7,NC,Electricité,F,7847.877597
LP,Après 1948,MA,D7,NC,Electricité,F,2822.777257
LP,Après 1948,AP,D8,NC,Electricité,F,6850.255347
LP,Après 1948,MA,D8,NC,Electricité,F,2292.779948
LP,Après 1948,AP,D9,NC,Electricité,F,5988.007838
LP,Après 1948,MA,D9,NC,Electricité,F,1983.511238
LP,Après 1948,AP,D10,NC,Electricité,F,4830.861499
LP,Après 1948,MA,D10,NC,Electricité,F,1549.24207
LP,Après 1948,AP,D1,D1,Gaz,F,142.7630526
LP,Après 1948,MA,D1,D1,Gaz,F,109.9366217
LP,Après 1948,AP,D2,D1,Gaz,F,167.7933285
LP,Après 1948,MA,D2,D1,Gaz,F,131.9498264
LP,Après 1948,AP,D3,D1,Gaz,F,99.64528304
LP,Après 1948,MA,D3,D1,Gaz,F,69.01668104
LP,Après 1948,AP,D4,D1,Gaz,F,112.967318
LP,Après 1948,MA,D4,D1,Gaz,F,54.38748207
LP,Après 1948,AP,D5,D1,Gaz,F,92.59454841
LP,Après 1948,MA,D5,D1,Gaz,F,70.23503368
LP,Après 1948,AP,D6,D1,Gaz,F,86.99703968
LP,Après 1948,MA,D6,D1,Gaz,F,62.03366631
LP,Après 1948,AP,D7,D1,Gaz,F,81.55417355
LP,Après 1948,MA,D7,D1,Gaz,F,37.76213735
LP,Après 1948,AP,D8,D1,Gaz,F,96.55095704
LP,Après 1948,MA,D8,D1,Gaz,F,18.54776775
LP,Après 1948,AP,D9,D1,Gaz,F,56.59303019
LP,Après 1948,MA,D9,D1,Gaz,F,41.68406765
LP,Après 1948,AP,D10,D1,Gaz,F,53.27500419
LP,Après 1948,MA,D10,D1,Gaz,F,24.53476489
LP,Après 1948,AP,D1,D10,Gaz,F,982.0321774
LP,Après 1948,MA,D1,D10,Gaz,F,258.0255206
LP,Après 1948,AP,D2,D10,Gaz,F,895.6754529
LP,Après 1948,MA,D2,D10,Gaz,F,316.1755631
LP,Après 1948,AP,D3,D10,Gaz,F,778.6808015
LP,Après 1948,MA,D3,D10,Gaz,F,296.3554373
LP,Après 1948,AP,D4,D10,Gaz,F,798.1020184
LP,Après 1948,MA,D4,D10,Gaz,F,312.4804998
LP,Après 1948,AP,D5,D10,Gaz,F,768.9034492
LP,Après 1948,MA,D5,D10,Gaz,F,277.8797533
LP,Après 1948,AP,D6,D10,Gaz,F,703.1887497
LP,Après 1948,MA,D6,D10,Gaz,F,298.0747938
LP,Après 1948,AP,D7,D10,Gaz,F,758.4810531
LP,Après 1948,MA,D7,D10,Gaz,F,307.0036789
LP,Après 1948,AP,D8,D10,Gaz,F,824.1240269
LP,Après 1948,MA,D8,D10,Gaz,F,231.1872688
LP,Après 1948,AP,D9,D10,Gaz,F,788.4269301
LP,Après 1948,MA,D9,D10,Gaz,F,244.5814846
LP,Après 1948,AP,D10,D10,Gaz,F,747.4984518
LP,Après 1948,MA,D10,D10,Gaz,F,315.6659892
LP,Après 1948,AP,D1,D2,Gaz,F,143.7222343
LP,Après 1948,MA,D1,D2,Gaz,F,81.32861671
LP,Après 1948,AP,D2,D2,Gaz,F,134.5912641
LP,Après 1948,MA,D2,D2,Gaz,F,121.3942866
LP,Après 1948,AP,D3,D2,Gaz,F,61.71824003
LP,Après 1948,MA,D3,D2,Gaz,F,116.3972898
LP,Après 1948,AP,D4,D2,Gaz,F,75.96393295
LP,Après 1948,MA,D4,D2,Gaz,F,103.0484084
LP,Après 1948,AP,D5,D2,Gaz,F,73.99860865
LP,Après 1948,MA,D5,D2,Gaz,F,72.82366042
LP,Après 1948,AP,D6,D2,Gaz,F,56.15733877
LP,Après 1948,MA,D6,D2,Gaz,F,58.54362244
LP,Après 1948,AP,D7,D2,Gaz,F,51.20534019
LP,Après 1948,MA,D7,D2,Gaz,F,43.18194661
LP,Après 1948,AP,D8,D2,Gaz,F,32.0172026
LP,Après 1948,MA,D8,D2,Gaz,F,37.53948091
LP,Après 1948,AP,D9,D2,Gaz,F,36.84848954
LP,Après 1948,MA,D9,D2,Gaz,F,50.97037639
LP,Après 1948,AP,D10,D2,Gaz,F,31.05547506
LP,Après 1948,MA,D10,D2,Gaz,F,7.800249139
LP,Après 1948,AP,D1,D3,Gaz,F,165.6736007
LP,Après 1948,MA,D1,D3,Gaz,F,96.99418998
LP,Après 1948,AP,D2,D3,Gaz,F,140.6595072
LP,Après 1948,MA,D2,D3,Gaz,F,76.22938499
LP,Après 1948,AP,D3,D3,Gaz,F,106.7249408
LP,Après 1948,MA,D3,D3,Gaz,F,120.9100525
LP,Après 1948,AP,D4,D3,Gaz,F,84.50244382
LP,Après 1948,MA,D4,D3,Gaz,F,104.3940966
LP,Après 1948,AP,D5,D3,Gaz,F,68.19647788
LP,Après 1948,MA,D5,D3,Gaz,F,95.33724056
LP,Après 1948,AP,D6,D3,Gaz,F,60.85207983
LP,Après 1948,MA,D6,D3,Gaz,F,83.48620632
LP,Après 1948,AP,D7,D3,Gaz,F,61.51621961
LP,Après 1948,MA,D7,D3,Gaz,F,60.19771311
LP,Après 1948,AP,D8,D3,Gaz,F,38.40010795
LP,Après 1948,MA,D8,D3,Gaz,F,55.46022902
LP,Après 1948,AP,D9,D3,Gaz,F,48.15422316
LP,Après 1948,MA,D9,D3,Gaz,F,58.7678788
LP,Après 1948,AP,D10,D3,Gaz,F,17.20362402
LP,Après 1948,MA,D10,D3,Gaz,F,27.73554438
LP,Après 1948,AP,D1,D4,Gaz,F,186.8504052
LP,Après 1948,MA,D1,D4,Gaz,F,78.16494519
LP,Après 1948,AP,D2,D4,Gaz,F,112.4596281
LP,Après 1948,MA,D2,D4,Gaz,F,130.7043673
LP,Après 1948,AP,D3,D4,Gaz,F,114.7938229
LP,Après 1948,MA,D3,D4,Gaz,F,109.2734494
LP,Après 1948,AP,D4,D4,Gaz,F,128.637402
LP,Après 1948,MA,D4,D4,Gaz,F,129.74016
LP,Après 1948,AP,D5,D4,Gaz,F,105.4406044
LP,Après 1948,MA,D5,D4,Gaz,F,104.0064398
LP,Après 1948,AP,D6,D4,Gaz,F,102.9410276
LP,Après 1948,MA,D6,D4,Gaz,F,116.9032307
LP,Après 1948,AP,D7,D4,Gaz,F,85.62456023
LP,Après 1948,MA,D7,D4,Gaz,F,102.7552901
LP,Après 1948,AP,D8,D4,Gaz,F,64.97004788
LP,Après 1948,MA,D8,D4,Gaz,F,77.87812103
LP,Après 1948,AP,D9,D4,Gaz,F,41.74938978
LP,Après 1948,MA,D9,D4,Gaz,F,39.06319678
LP,Après 1948,AP,D10,D4,Gaz,F,30.09561996
LP,Après 1948,MA,D10,D4,Gaz,F,22.64329111
LP,Après 1948,AP,D1,D5,Gaz,F,195.741253
LP,Après 1948,MA,D1,D5,Gaz,F,99.29766336
LP,Après 1948,AP,D2,D5,Gaz,F,160.5001225
LP,Après 1948,MA,D2,D5,Gaz,F,86.02761226
LP,Après 1948,AP,D3,D5,Gaz,F,161.5640477
LP,Après 1948,MA,D3,D5,Gaz,F,115.6643062
LP,Après 1948,AP,D4,D5,Gaz,F,136.8657771
LP,Après 1948,MA,D4,D5,Gaz,F,94.16408292
LP,Après 1948,AP,D5,D5,Gaz,F,186.3695699
LP,Après 1948,MA,D5,D5,Gaz,F,151.0364966
LP,Après 1948,AP,D6,D5,Gaz,F,135.5092695
LP,Après 1948,MA,D6,D5,Gaz,F,124.9516584
LP,Après 1948,AP,D7,D5,Gaz,F,118.1957099
LP,Après 1948,MA,D7,D5,Gaz,F,110.2913359
LP,Après 1948,AP,D8,D5,Gaz,F,68.6401232
LP,Après 1948,MA,D8,D5,Gaz,F,103.9158112
LP,Après 1948,AP,D9,D5,Gaz,F,59.78112574
LP,Après 1948,MA,D9,D5,Gaz,F,58.51333018
LP,Après 1948,AP,D10,D5,Gaz,F,62.30572449
LP,Après 1948,MA,D10,D5,Gaz,F,27.14491005
LP,Après 1948,AP,D1,D6,Gaz,F,236.7739501
LP,Après 1948,MA,D1,D6,Gaz,F,112.897767
LP,Après 1948,AP,D2,D6,Gaz,F,174.5463687
LP,Après 1948,MA,D2,D6,Gaz,F,147.8431573
LP,Après 1948,AP,D3,D6,Gaz,F,162.8724914
LP,Après 1948,MA,D3,D6,Gaz,F,146.4277421
LP,Après 1948,AP,D4,D6,Gaz,F,184.1735229
LP,Après 1948,MA,D4,D6,Gaz,F,174.452555
LP,Après 1948,AP,D5,D6,Gaz,F,133.8845495
LP,Après 1948,MA,D5,D6,Gaz,F,158.1713985
LP,Après 1948,AP,D6,D6,Gaz,F,163.3209016
LP,Après 1948,MA,D6,D6,Gaz,F,147.205907
LP,Après 1948,AP,D7,D6,Gaz,F,140.8407538
LP,Après 1948,MA,D7,D6,Gaz,F,159.9791416
LP,Après 1948,AP,D8,D6,Gaz,F,113.5573637
LP,Après 1948,MA,D8,D6,Gaz,F,101.8551155
LP,Après 1948,AP,D9,D6,Gaz,F,88.00646881
LP,Après 1948,MA,D9,D6,Gaz,F,84.91726327
LP,Après 1948,AP,D10,D6,Gaz,F,57.54385673
LP,Après 1948,MA,D10,D6,Gaz,F,59.10267438
LP,Après 1948,AP,D1,D7,Gaz,F,313.9772725
LP,Après 1948,MA,D1,D7,Gaz,F,130.7978422
LP,Après 1948,AP,D2,D7,Gaz,F,252.7215192
LP,Après 1948,MA,D2,D7,Gaz,F,157.8518377
LP,Après 1948,AP,D3,D7,Gaz,F,239.8535254
LP,Après 1948,MA,D3,D7,Gaz,F,161.2627509
LP,Après 1948,AP,D4,D7,Gaz,F,213.2902249
LP,Après 1948,MA,D4,D7,Gaz,F,156.466108
LP,Après 1948,AP,D5,D7,Gaz,F,194.5038026
LP,Après 1948,MA,D5,D7,Gaz,F,141.5002889
LP,Après 1948,AP,D6,D7,Gaz,F,170.6955173
LP,Après 1948,MA,D6,D7,Gaz,F,149.2273659
LP,Après 1948,AP,D7,D7,Gaz,F,204.7242516
LP,Après 1948,MA,D7,D7,Gaz,F,173.8474177
LP,Après 1948,AP,D8,D7,Gaz,F,176.5640897
LP,Après 1948,MA,D8,D7,Gaz,F,172.1092058
LP,Après 1948,AP,D9,D7,Gaz,F,125.6020715
LP,Après 1948,MA,D9,D7,Gaz,F,93.37490449
LP,Après 1948,AP,D10,D7,Gaz,F,91.8763531
LP,Après 1948,MA,D10,D7,Gaz,F,38.10037594
LP,Après 1948,AP,D1,D8,Gaz,F,399.4962787
LP,Après 1948,MA,D1,D8,Gaz,F,137.4432699
LP,Après 1948,AP,D2,D8,Gaz,F,376.1524067
LP,Après 1948,MA,D2,D8,Gaz,F,164.5227111
LP,Après 1948,AP,D3,D8,Gaz,F,263.9513754
LP,Après 1948,MA,D3,D8,Gaz,F,187.9256377
LP,Après 1948,AP,D4,D8,Gaz,F,256.7206064
LP,Après 1948,MA,D4,D8,Gaz,F,158.5723575
LP,Après 1948,AP,D5,D8,Gaz,F,283.5934187
LP,Après 1948,MA,D5,D8,Gaz,F,191.1152007
LP,Après 1948,AP,D6,D8,Gaz,F,290.5957039
LP,Après 1948,MA,D6,D8,Gaz,F,187.5690575
LP,Après 1948,AP,D7,D8,Gaz,F,264.7910102
LP,Après 1948,MA,D7,D8,Gaz,F,154.2600421
LP,Après 1948,AP,D8,D8,Gaz,F,255.6018163
LP,Après 1948,MA,D8,D8,Gaz,F,195.9775549
LP,Après 1948,AP,D9,D8,Gaz,F,217.5562468
LP,Après 1948,MA,D9,D8,Gaz,F,159.1751265
LP,Après 1948,AP,D10,D8,Gaz,F,138.5513987
LP,Après 1948,MA,D10,D8,Gaz,F,78.3092331
LP,Après 1948,AP,D1,D9,Gaz,F,559.521477
LP,Après 1948,MA,D1,D9,Gaz,F,183.998503
LP,Après 1948,AP,D2,D9,Gaz,F,508.2184008
LP,Après 1948,MA,D2,D9,Gaz,F,262.8754921
LP,Après 1948,AP,D3,D9,Gaz,F,410.8971694
LP,Après 1948,MA,D3,D9,Gaz,F,262.044376
LP,Après 1948,AP,D4,D9,Gaz,F,428.7711597
LP,Après 1948,MA,D4,D9,Gaz,F,286.443631
LP,Après 1948,AP,D5,D9,Gaz,F,446.082243
LP,Après 1948,MA,D5,D9,Gaz,F,192.7343272
LP,Après 1948,AP,D6,D9,Gaz,F,501.8990826
LP,Après 1948,MA,D6,D9,Gaz,F,232.1701984
LP,Après 1948,AP,D7,D9,Gaz,F,400.7779467
LP,Après 1948,MA,D7,D9,Gaz,F,263.4538317
LP,Après 1948,AP,D8,D9,Gaz,F,320.5776043
LP,Après 1948,MA,D8,D9,Gaz,F,229.7853287
LP,Après 1948,AP,D9,D9,Gaz,F,339.1274591
LP,Après 1948,MA,D9,D9,Gaz,F,185.217574
LP,Après 1948,AP,D10,D9,Gaz,F,244.0782092
LP,Après 1948,MA,D10,D9,Gaz,F,162.9827082
LP,Après 1948,AP,D1,NC,Gaz,F,6205.228252
LP,Après 1948,MA,D1,NC,Gaz,F,1190.323765
LP,Après 1948,AP,D2,NC,Gaz,F,4460.53233
LP,Après 1948,MA,D2,NC,Gaz,F,1258.073227
LP,Après 1948,AP,D3,NC,Gaz,F,3279.932147
LP,Après 1948,MA,D3,NC,Gaz,F,1067.032138
LP,Après 1948,AP,D4,NC,Gaz,F,3033.198215
LP,Après 1948,MA,D4,NC,Gaz,F,1131.780617
LP,Après 1948,AP,D5,NC,Gaz,F,2829.841901
LP,Après 1948,MA,D5,NC,Gaz,F,1031.386308
LP,Après 1948,AP,D6,NC,Gaz,F,2380.39147
LP,Après 1948,MA,D6,NC,Gaz,F,856.5633404
LP,Après 1948,AP,D7,NC,Gaz,F,2267.88284
LP,Après 1948,MA,D7,NC,Gaz,F,946.6801465
LP,Après 1948,AP,D8,NC,Gaz,F,1927.325662
LP,Après 1948,MA,D8,NC,Gaz,F,793.0117551
LP,Après 1948,AP,D9,NC,Gaz,F,1734.378009
LP,Après 1948,MA,D9,NC,Gaz,F,696.8265601
LP,Après 1948,AP,D10,NC,Gaz,F,1459.129993
LP,Après 1948,MA,D10,NC,Gaz,F,540.6943948
LP,Après 1948,AP,D1,D1,Autres,G,22.33294187
LP,Après 1948,MA,D1,D1,Autres,G,57.04545829
LP,Après 1948,AP,D2,D1,Autres,G,21.78878793
LP,Après 1948,MA,D2,D1,Autres,G,74.99343135
LP,Après 1948,AP,D3,D1,Autres,G,12.68417145
LP,Après 1948,MA,D3,D1,Autres,G,64.86260063
LP,Après 1948,AP,D4,D1,Autres,G,12.97551255
LP,Après 1948,MA,D4,D1,Autres,G,36.16433282
LP,Après 1948,AP,D5,D1,Autres,G,10.00787931
LP,Après 1948,MA,D5,D1,Autres,G,38.85246236
LP,Après 1948,AP,D6,D1,Autres,G,11.13164379
LP,Après 1948,MA,D6,D1,Autres,G,24.62694791
LP,Après 1948,AP,D7,D1,Autres,G,12.13367906
LP,Après 1948,MA,D7,D1,Autres,G,39.2291986
LP,Après 1948,AP,D8,D1,Autres,G,9.815636644
LP,Après 1948,MA,D8,D1,Autres,G,8.917253137
LP,Après 1948,AP,D9,D1,Autres,G,6.788142853
LP,Après 1948,MA,D9,D1,Autres,G,23.12308116
LP,Après 1948,AP,D10,D1,Autres,G,5.526176915
LP,Après 1948,MA,D10,D1,Autres,G,10.43310805
LP,Après 1948,AP,D1,D10,Autres,G,114.9025523
LP,Après 1948,MA,D1,D10,Autres,G,141.8679615
LP,Après 1948,AP,D2,D10,Autres,G,123.2060659
LP,Après 1948,MA,D2,D10,Autres,G,169.1966123
LP,Après 1948,AP,D3,D10,Autres,G,92.20044039
LP,Après 1948,MA,D3,D10,Autres,G,156.9794764
LP,Après 1948,AP,D4,D10,Autres,G,97.69041425
LP,Après 1948,MA,D4,D10,Autres,G,189.3032516
LP,Après 1948,AP,D5,D10,Autres,G,98.79218934
LP,Après 1948,MA,D5,D10,Autres,G,171.6944467
LP,Après 1948,AP,D6,D10,Autres,G,96.29384774
LP,Après 1948,MA,D6,D10,Autres,G,144.0757483
LP,Après 1948,AP,D7,D10,Autres,G,109.5092231
LP,Après 1948,MA,D7,D10,Autres,G,163.0149368
LP,Après 1948,AP,D8,D10,Autres,G,107.5263122
LP,Après 1948,MA,D8,D10,Autres,G,145.3894477
LP,Après 1948,AP,D9,D10,Autres,G,106.513405
LP,Après 1948,MA,D9,D10,Autres,G,127.1110745
LP,Après 1948,AP,D10,D10,Autres,G,84.99843294
LP,Après 1948,MA,D10,D10,Autres,G,123.3703867
LP,Après 1948,AP,D1,D2,Autres,G,17.35825394
LP,Après 1948,MA,D1,D2,Autres,G,56.5205037
LP,Après 1948,AP,D2,D2,Autres,G,17.20224365
LP,Après 1948,MA,D2,D2,Autres,G,57.28109165
LP,Après 1948,AP,D3,D2,Autres,G,8.119048375
LP,Après 1948,MA,D3,D2,Autres,G,58.59862974
LP,Après 1948,AP,D4,D2,Autres,G,10.67098328
LP,Après 1948,MA,D4,D2,Autres,G,69.96455015
LP,Après 1948,AP,D5,D2,Autres,G,14.01837299
LP,Après 1948,MA,D5,D2,Autres,G,38.748788
LP,Après 1948,AP,D6,D2,Autres,G,10.50829293
LP,Après 1948,MA,D6,D2,Autres,G,37.07529688
LP,Après 1948,AP,D7,D2,Autres,G,7.165188899
LP,Après 1948,MA,D7,D2,Autres,G,29.10866104
LP,Après 1948,AP,D8,D2,Autres,G,5.422464338
LP,Après 1948,MA,D8,D2,Autres,G,21.9992546
LP,Après 1948,AP,D9,D2,Autres,G,8.500472301
LP,Après 1948,MA,D9,D2,Autres,G,22.29805205
LP,Après 1948,AP,D10,D2,Autres,G,3.32875681
LP,Après 1948,MA,D10,D2,Autres,G,13.10308764
LP,Après 1948,AP,D1,D3,Autres,G,24.47105333
LP,Après 1948,MA,D1,D3,Autres,G,63.70248122
