OCC,DATECONST,NATLOC,DECILE,DECILE_PB,ENERGIE,ETIQUETTE,NB_LOG
LP,Après 1948,MA,D1,D6,Electricité,B,46.4844852
LP,Après 1948,AP,D2,D6,Electricité,B,166.1264786
LP,Après 1948,MA,D2,D6,Electricité,B,90.83042473
LP,Après 1948,AP,D3,D6,Electricité,B,191.8196121
LP,Après 1948,MA,D3,D6,Electricité,B,82.50154105
LP,Après 1948,AP,D4,D6,Electricité,B,158.3842816
LP,Après 1948,MA,D4,D6,Electricité,B,72.9536941
LP,Après 1948,AP,D5,D6,Electricité,B,227.8652102
LP,Après 1948,MA,D5,D6,Electricité,B,116.2549082
LP,Après 1948,AP,D6,D6,Electricité,B,292.4500813
LP,Après 1948,MA,D6,D6,Electricité,B,167.5925435
LP,Après 1948,AP,D7,D6,Electricité,B,316.822403
LP,Après 1948,MA,D7,D6,Electricité,B,160.8545028
LP,Après 1948,AP,D8,D6,Electricité,B,206.8969926
LP,Après 1948,MA,D8,D6,Electricité,B,155.2810408
LP,Après 1948,AP,D9,D6,Electricité,B,118.3949206
LP,Après 1948,MA,D9,D6,Electricité,B,114.8256024
LP,Après 1948,AP,D10,D6,Electricité,B,131.2699323
LP,Après 1948,MA,D10,D6,Electricité,B,49.73632396
LP,Après 1948,AP,D1,D7,Electricité,B,189.0508451
LP,Après 1948,MA,D1,D7,Electricité,B,137.9249104
LP,Après 1948,AP,D2,D7,Electricité,B,289.5077807
LP,Après 1948,MA,D2,D7,Electricité,B,167.9852765
LP,Après 1948,AP,D3,D7,Electricité,B,422.1498545
LP,Après 1948,MA,D3,D7,Electricité,B,177.8913572
LP,Après 1948,AP,D4,D7,Electricité,B,303.9426571
LP,Après 1948,MA,D4,D7,Electricité,B,171.0652841
LP,Après 1948,AP,D5,D7,Electricité,B,344.9083622
LP,Après 1948,MA,D5,D7,Electricité,B,160.340583
LP,Après 1948,AP,D6,D7,Electricité,B,564.466017
LP,Après 1948,MA,D6,D7,Electricité,B,194.2995913
LP,Après 1948,AP,D7,D7,Electricité,B,475.8094762
LP,Après 1948,MA,D7,D7,Electricité,B,183.7081977
LP,Après 1948,AP,D8,D7,Electricité,B,506.4780476
LP,Après 1948,MA,D8,D7,Electricité,B,179.5330916
LP,Après 1948,AP,D9,D7,Electricité,B,339.9226106
LP,Après 1948,MA,D9,D7,Electricité,B,161.6019597
LP,Après 1948,AP,D10,D7,Electricité,B,145.2626944
LP,Après 1948,MA,D10,D7,Electricité,B,92.88882206
LP,Après 1948,AP,D1,D8,Electricité,B,304.2938657
LP,Après 1948,MA,D1,D8,Electricité,B,82.01294646
LP,Après 1948,AP,D2,D8,Electricité,B,487.7722278
LP,Après 1948,MA,D2,D8,Electricité,B,161.2983267
LP,Après 1948,AP,D3,D8,Electricité,B,411.1969815
LP,Après 1948,MA,D3,D8,Electricité,B,159.542175
LP,Après 1948,AP,D4,D8,Electricité,B,828.4049507
LP,Après 1948,MA,D4,D8,Electricité,B,312.4247249
LP,Après 1948,AP,D5,D8,Electricité,B,745.3601676
LP,Après 1948,MA,D5,D8,Electricité,B,293.8562312
LP,Après 1948,AP,D6,D8,Electricité,B,651.2750886
LP,Après 1948,MA,D6,D8,Electricité,B,180.6274031
LP,Après 1948,AP,D7,D8,Electricité,B,625.7691276
LP,Après 1948,MA,D7,D8,Electricité,B,288.6037054
LP,Après 1948,AP,D8,D8,Electricité,B,478.8341837
LP,Après 1948,MA,D8,D8,Electricité,B,315.3373353
LP,Après 1948,AP,D9,D8,Electricité,B,487.2695798
LP,Après 1948,MA,D9,D8,Electricité,B,180.271519
LP,Après 1948,AP,D10,D8,Electricité,B,291.9462922
LP,Après 1948,MA,D10,D8,Electricité,B,204.4720078
LP,Après 1948,AP,D1,D9,Electricité,B,606.9610803
LP,Après 1948,MA,D1,D9,Electricité,B,171.1142633
LP,Après 1948,AP,D2,D9,Electricité,B,702.0959091
LP,Après 1948,MA,D2,D9,Electricité,B,190.1778412
LP,Après 1948,AP,D3,D9,Electricité,B,703.8746032
LP,Après 1948,MA,D3,D9,Electricité,B,274.9834142
LP,Après 1948,AP,D4,D9,Electricité,B,925.2247615
LP,Après 1948,MA,D4,D9,Electricité,B,389.7313471
LP,Après 1948,AP,D5,D9,Electricité,B,975.3941339
LP,Après 1948,MA,D5,D9,Electricité,B,216.4827953
LP,Après 1948,AP,D6,D9,Electricité,B,1335.452378
LP,Après 1948,MA,D6,D9,Electricité,B,430.9018515
LP,Après 1948,AP,D7,D9,Electricité,B,1317.742267
LP,Après 1948,MA,D7,D9,Electricité,B,432.5350198
LP,Après 1948,AP,D8,D9,Electricité,B,1401.590608
LP,Après 1948,MA,D8,D9,Electricité,B,325.5003043
LP,Après 1948,AP,D9,D9,Electricité,B,962.8138771
LP,Après 1948,MA,D9,D9,Electricité,B,378.4478848
LP,Après 1948,AP,D10,D9,Electricité,B,463.0117572
LP,Après 1948,MA,D10,D9,Electricité,B,276.9328412
LP,Après 1948,AP,D1,NC,Electricité,B,5438.355487
LP,Après 1948,MA,D1,NC,Electricité,B,1119.889267
LP,Après 1948,AP,D2,NC,Electricité,B,4396.346356
LP,Après 1948,MA,D2,NC,Electricité,B,1459.130849
LP,Après 1948,AP,D3,NC,Electricité,B,3769.881932
LP,Après 1948,MA,D3,NC,Electricité,B,1157.103151
LP,Après 1948,AP,D4,NC,Electricité,B,4046.841696
LP,Après 1948,MA,D4,NC,Electricité,B,1304.699137
LP,Après 1948,AP,D5,NC,Electricité,B,3834.973621
LP,Après 1948,MA,D5,NC,Electricité,B,1372.039837
LP,Après 1948,AP,D6,NC,Electricité,B,3734.086931
LP,Après 1948,MA,D6,NC,Electricité,B,1456.396128
LP,Après 1948,AP,D7,NC,Electricité,B,3841.661437
LP,Après 1948,MA,D7,NC,Electricité,B,1301.703935
LP,Après 1948,AP,D8,NC,Electricité,B,3427.841878
LP,Après 1948,MA,D8,NC,Electricité,B,875.6955155
LP,Après 1948,AP,D9,NC,Electricité,B,3264.213703
LP,Après 1948,MA,D9,NC,Electricité,B,969.5898554
LP,Après 1948,AP,D10,NC,Electricité,B,2946.596915
LP,Après 1948,MA,D10,NC,Electricité,B,1152.208235
LP,Après 1948,AP,D1,D1,Gaz,B,266.9859977
LP,Après 1948,MA,D1,D1,Gaz,B,81.34017023
LP,Après 1948,AP,D2,D1,Gaz,B,206.3964185
LP,Après 1948,MA,D2,D1,Gaz,B,125.5797998
LP,Après 1948,AP,D3,D1,Gaz,B,182.1115021
LP,Après 1948,MA,D3,D1,Gaz,B,79.034117
LP,Après 1948,AP,D4,D1,Gaz,B,197.1937466
LP,Après 1948,MA,D4,D1,Gaz,B,49.6417481
LP,Après 1948,AP,D5,D1,Gaz,B,151.9517497
LP,Après 1948,MA,D5,D1,Gaz,B,61.70050718
LP,Après 1948,AP,D6,D1,Gaz,B,178.4465832
LP,Après 1948,MA,D6,D1,Gaz,B,46.08592896
LP,Après 1948,AP,D7,D1,Gaz,B,111.9452182
LP,Après 1948,MA,D7,D1,Gaz,B,56.04711529
LP,Après 1948,AP,D8,D1,Gaz,B,159.2647221
LP,Après 1948,MA,D8,D1,Gaz,B,27.64527539
LP,Après 1948,AP,D9,D1,Gaz,B,183.0286278
LP,Après 1948,MA,D9,D1,Gaz,B,32.09555792
LP,Après 1948,AP,D10,D1,Gaz,B,163.2724104
LP,Après 1948,MA,D10,D1,Gaz,B,37.01606276
LP,Après 1948,AP,D1,D10,Gaz,B,1868.841296
LP,Après 1948,MA,D1,D10,Gaz,B,271.410318
LP,Après 1948,AP,D2,D10,Gaz,B,2093.247952
LP,Après 1948,MA,D2,D10,Gaz,B,401.2540552
LP,Après 1948,AP,D3,D10,Gaz,B,2296.427892
LP,Après 1948,MA,D3,D10,Gaz,B,523.5412638
LP,Après 1948,AP,D4,D10,Gaz,B,2659.940397
LP,Après 1948,MA,D4,D10,Gaz,B,501.9068941
LP,Après 1948,AP,D5,D10,Gaz,B,2871.785651
LP,Après 1948,MA,D5,D10,Gaz,B,537.0398688
LP,Après 1948,AP,D6,D10,Gaz,B,3506.93255
LP,Après 1948,MA,D6,D10,Gaz,B,569.5002288
LP,Après 1948,AP,D7,D10,Gaz,B,4044.371423
LP,Après 1948,MA,D7,D10,Gaz,B,607.7488458
LP,Après 1948,AP,D8,D10,Gaz,B,4149.6788
LP,Après 1948,MA,D8,D10,Gaz,B,613.9643626
LP,Après 1948,AP,D9,D10,Gaz,B,3912.128137
LP,Après 1948,MA,D9,D10,Gaz,B,818.9473015
LP,Après 1948,AP,D10,D10,Gaz,B,3408.606677
LP,Après 1948,MA,D10,D10,Gaz,B,749.3023409
LP,Après 1948,AP,D1,D2,Gaz,B,214.5595043
LP,Après 1948,MA,D1,D2,Gaz,B,37.19243379
LP,Après 1948,AP,D2,D2,Gaz,B,187.6541298
LP,Après 1948,MA,D2,D2,Gaz,B,99.07217204
LP,Après 1948,AP,D3,D2,Gaz,B,150.3418283
LP,Après 1948,MA,D3,D2,Gaz,B,88.82888859
LP,Après 1948,AP,D4,D2,Gaz,B,167.1413584
LP,Après 1948,MA,D4,D2,Gaz,B,58.08723006
LP,Après 1948,AP,D5,D2,Gaz,B,191.9679955
LP,Après 1948,MA,D5,D2,Gaz,B,45.22006875
LP,Après 1948,AP,D6,D2,Gaz,B,112.663625
LP,Après 1948,MA,D6,D2,Gaz,B,47.25432796
LP,Après 1948,AP,D7,D2,Gaz,B,103.3072305
LP,Après 1948,MA,D7,D2,Gaz,B,45.71842257
LP,Après 1948,AP,D8,D2,Gaz,B,135.640252
LP,Après 1948,MA,D8,D2,Gaz,B,34.62075146
LP,Après 1948,AP,D9,D2,Gaz,B,72.81170923
LP,Après 1948,MA,D9,D2,Gaz,B,40.30358056
LP,Après 1948,AP,D10,D2,Gaz,B,98.66213321
LP,Après 1948,MA,D10,D2,Gaz,B,40.41452087
LP,Après 1948,AP,D1,D3,Gaz,B,263.6806496
LP,Après 1948,MA,D1,D3,Gaz,B,51.99757687
LP,Après 1948,AP,D2,D3,Gaz,B,267.4249764
LP,Après 1948,MA,D2,D3,Gaz,B,49.19950466
LP,Après 1948,AP,D3,D3,Gaz,B,200.5715625
LP,Après 1948,MA,D3,D3,Gaz,B,112.6418396
LP,Après 1948,AP,D4,D3,Gaz,B,186.6451901
LP,Après 1948,MA,D4,D3,Gaz,B,143.649408
LP,Après 1948,AP,D5,D3,Gaz,B,120.2977853
LP,Après 1948,MA,D5,D3,Gaz,B,76.69048644
LP,Après 1948,AP,D6,D3,Gaz,B,154.305937
LP,Après 1948,MA,D6,D3,Gaz,B,65.43736474
LP,Après 1948,AP,D7,D3,Gaz,B,152.7257565
LP,Après 1948,MA,D7,D3,Gaz,B,37.25113932
LP,Après 1948,AP,D8,D3,Gaz,B,131.3001915
LP,Après 1948,MA,D8,D3,Gaz,B,56.69986016
LP,Après 1948,AP,D9,D3,Gaz,B,86.89078043
LP,Après 1948,MA,D9,D3,Gaz,B,34.44323692
LP,Après 1948,AP,D10,D3,Gaz,B,83.60770483
LP,Après 1948,MA,D10,D3,Gaz,B,37.91269946
LP,Après 1948,AP,D1,D4,Gaz,B,178.5939037
LP,Après 1948,MA,D1,D4,Gaz,B,96.05513051
LP,Après 1948,AP,D2,D4,Gaz,B,191.2705936
LP,Après 1948,MA,D2,D4,Gaz,B,125.0644641
LP,Après 1948,AP,D3,D4,Gaz,B,161.5323522
LP,Après 1948,MA,D3,D4,Gaz,B,65.23346262
LP,Après 1948,AP,D4,D4,Gaz,B,284.7851412
LP,Après 1948,MA,D4,D4,Gaz,B,101.8270144
LP,Après 1948,AP,D5,D4,Gaz,B,297.9380102
LP,Après 1948,MA,D5,D4,Gaz,B,117.8738524
LP,Après 1948,AP,D6,D4,Gaz,B,223.6201813
LP,Après 1948,MA,D6,D4,Gaz,B,161.108689
LP,Après 1948,AP,D7,D4,Gaz,B,171.7618772
LP,Après 1948,MA,D7,D4,Gaz,B,105.971896
LP,Après 1948,AP,D8,D4,Gaz,B,149.7729373
LP,Après 1948,MA,D8,D4,Gaz,B,70.74964425
LP,Après 1948,AP,D9,D4,Gaz,B,98.97159107
LP,Après 1948,MA,D9,D4,Gaz,B,61.94083617
LP,Après 1948,AP,D10,D4,Gaz,B,66.03591222
LP,Après 1948,MA,D10,D4,Gaz,B,36.45655828
LP,Après 1948,AP,D1,D5,Gaz,B,319.1816657
LP,Après 1948,MA,D1,D5,Gaz,B,52.33076403
LP,Après 1948,AP,D2,D5,Gaz,B,338.7458432
LP,Après 1948,MA,D2,D5,Gaz,B,82.89093162
LP,Après 1948,AP,D3,D5,Gaz,B,191.0509162
LP,Après 1948,MA,D3,D5,Gaz,B,99.56509903
LP,Après 1948,AP,D4,D5,Gaz,B,258.8021914
LP,Après 1948,MA,D4,D5,Gaz,B,88.24227091
LP,Après 1948,AP,D5,D5,Gaz,B,368.4098439
LP,Après 1948,MA,D5,D5,Gaz,B,163.8293345
LP,Après 1948,AP,D6,D5,Gaz,B,270.8291759
LP,Après 1948,MA,D6,D5,Gaz,B,119.094174
LP,Après 1948,AP,D7,D5,Gaz,B,285.3179221
LP,Après 1948,MA,D7,D5,Gaz,B,99.84195289
LP,Après 1948,AP,D8,D5,Gaz,B,216.4458023
LP,Après 1948,MA,D8,D5,Gaz,B,72.63153411
LP,Après 1948,AP,D9,D5,Gaz,B,153.9602199
LP,Après 1948,MA,D9,D5,Gaz,B,58.70747533
LP,Après 1948,AP,D10,D5,Gaz,B,107.5186868
LP,Après 1948,MA,D10,D5,Gaz,B,39.02459606
LP,Après 1948,AP,D1,D6,Gaz,B,273.3421588
LP,Après 1948,MA,D1,D6,Gaz,B,57.92392027
LP,Après 1948,AP,D2,D6,Gaz,B,293.3012479
LP,Après 1948,MA,D2,D6,Gaz,B,106.8886884
LP,Après 1948,AP,D3,D6,Gaz,B,347.0219227
LP,Après 1948,MA,D3,D6,Gaz,B,75.47561039
LP,Après 1948,AP,D4,D6,Gaz,B,336.9922368
LP,Après 1948,MA,D4,D6,Gaz,B,93.1940654
LP,Après 1948,AP,D5,D6,Gaz,B,426.0611067
LP,Après 1948,MA,D5,D6,Gaz,B,128.3966569
LP,Après 1948,AP,D6,D6,Gaz,B,509.6160286
LP,Après 1948,MA,D6,D6,Gaz,B,180.8750882
LP,Après 1948,AP,D7,D6,Gaz,B,513.1324913
LP,Après 1948,MA,D7,D6,Gaz,B,167.4883655
LP,Après 1948,AP,D8,D6,Gaz,B,320.7118343
LP,Après 1948,MA,D8,D6,Gaz,B,146.6550191
LP,Après 1948,AP,D9,D6,Gaz,B,264.6079826
LP,Après 1948,MA,D9,D6,Gaz,B,123.0998375
LP,Après 1948,AP,D10,D6,Gaz,B,249.5669625
LP,Après 1948,MA,D10,D6,Gaz,B,45.50369229
LP,Après 1948,AP,D1,D7,Gaz,B,390.9434743
LP,Après 1948,MA,D1,D7,Gaz,B,115.9358921
LP,Après 1948,AP,D2,D7,Gaz,B,474.8533291
LP,Après 1948,MA,D2,D7,Gaz,B,166.5210871
LP,Après 1948,AP,D3,D7,Gaz,B,481.8913845
LP,Après 1948,MA,D3,D7,Gaz,B,160.8182656
LP,Après 1948,AP,D4,D7,Gaz,B,492.3022424
LP,Après 1948,MA,D4,D7,Gaz,B,147.2199722
LP,Après 1948,AP,D5,D7,Gaz,B,651.0391619
LP,Après 1948,MA,D5,D7,Gaz,B,155.9599559
LP,Après 1948,AP,D6,D7,Gaz,B,734.9320377
LP,Après 1948,MA,D6,D7,Gaz,B,148.6822463
LP,Après 1948,AP,D7,D7,Gaz,B,662.3426237
LP,Après 1948,MA,D7,D7,Gaz,B,202.7041783
LP,Après 1948,AP,D8,D7,Gaz,B,596.1173013
LP,Après 1948,MA,D8,D7,Gaz,B,179.8755196
LP,Après 1948,AP,D9,D7,Gaz,B,463.7445756
LP,Après 1948,MA,D9,D7,Gaz,B,163.9689019
LP,Après 1948,AP,D10,D7,Gaz,B,288.3767973
LP,Après 1948,MA,D10,D7,Gaz,B,80.44827823
LP,Après 1948,AP,D1,D8,Gaz,B,624.2256448
LP,Après 1948,MA,D1,D8,Gaz,B,90.22342302
LP,Après 1948,AP,D2,D8,Gaz,B,767.2393066
LP,Après 1948,MA,D2,D8,Gaz,B,181.9801072
LP,Après 1948,AP,D3,D8,Gaz,B,564.5797108
LP,Après 1948,MA,D3,D8,Gaz,B,180.0747838
LP,Après 1948,AP,D4,D8,Gaz,B,884.7574008
LP,Après 1948,MA,D4,D8,Gaz,B,274.5191586
LP,Après 1948,AP,D5,D8,Gaz,B,981.5653755
LP,Après 1948,MA,D5,D8,Gaz,B,249.3592649
LP,Après 1948,AP,D6,D8,Gaz,B,824.5018349
LP,Après 1948,MA,D6,D8,Gaz,B,206.2781557
LP,Après 1948,AP,D7,D8,Gaz,B,953.8939024
LP,Après 1948,MA,D7,D8,Gaz,B,268.6925162
LP,Après 1948,AP,D8,D8,Gaz,B,837.0235942
LP,Après 1948,MA,D8,D8,Gaz,B,282.9081019
LP,Après 1948,AP,D9,D8,Gaz,B,696.9521094
LP,Après 1948,MA,D9,D8,Gaz,B,175.6001812
LP,Après 1948,AP,D10,D8,Gaz,B,498.1065195
LP,Après 1948,MA,D10,D8,Gaz,B,233.3832429
LP,Après 1948,AP,D1,D9,Gaz,B,1015.057504
LP,Après 1948,MA,D1,D9,Gaz,B,159.3483611
LP,Après 1948,AP,D2,D9,Gaz,B,1141.677346
LP,Après 1948,MA,D2,D9,Gaz,B,184.3572938
LP,Après 1948,AP,D3,D9,Gaz,B,1198.074544
LP,Après 1948,MA,D3,D9,Gaz,B,247.2800435
LP,Après 1948,AP,D4,D9,Gaz,B,1294.539556
LP,Après 1948,MA,D4,D9,Gaz,B,299.9488641
LP,Après 1948,AP,D5,D9,Gaz,B,1427.731291
LP,Après 1948,MA,D5,D9,Gaz,B,291.5953695
LP,Après 1948,AP,D6,D9,Gaz,B,1716.828577
LP,Après 1948,MA,D6,D9,Gaz,B,414.4867216
LP,Après 1948,AP,D7,D9,Gaz,B,1866.928823
LP,Après 1948,MA,D7,D9,Gaz,B,429.4265697
LP,Après 1948,AP,D8,D9,Gaz,B,1680.398232
LP,Après 1948,MA,D8,D9,Gaz,B,342.7222451
LP,Après 1948,AP,D9,D9,Gaz,B,1388.957356
LP,Après 1948,MA,D9,D9,Gaz,B,366.2005948
LP,Après 1948,AP,D10,D9,Gaz,B,914.8603889
LP,Après 1948,MA,D10,D9,Gaz,B,248.3896505
LP,Après 1948,AP,D1,NC,Gaz,B,9223.897555
LP,Après 1948,MA,D1,NC,Gaz,B,1001.299482
LP,Après 1948,AP,D2,NC,Gaz,B,7163.048279
LP,Après 1948,MA,D2,NC,Gaz,B,1343.973493
LP,Après 1948,AP,D3,NC,Gaz,B,5995.214972
LP,Après 1948,MA,D3,NC,Gaz,B,1100.908943
LP,Après 1948,AP,D4,NC,Gaz,B,5882.275559
LP,Après 1948,MA,D4,NC,Gaz,B,1247.525591
LP,Après 1948,AP,D5,NC,Gaz,B,5562.828204
LP,Après 1948,MA,D5,NC,Gaz,B,1210.478592
LP,Après 1948,AP,D6,NC,Gaz,B,5624.31679
LP,Après 1948,MA,D6,NC,Gaz,B,1210.289296
LP,Après 1948,AP,D7,NC,Gaz,B,5732.624685
LP,Après 1948,MA,D7,NC,Gaz,B,1268.065887
LP,Après 1948,AP,D8,NC,Gaz,B,5561.74553
LP,Après 1948,MA,D8,NC,Gaz,B,949.1594666
LP,Après 1948,AP,D9,NC,Gaz,B,4793.253632
LP,Après 1948,MA,D9,NC,Gaz,B,1033.020068
LP,Après 1948,AP,D10,NC,Gaz,B,4561.681746
LP,Après 1948,MA,D10,NC,Gaz,B,1028.763416
LP,Après 1948,AP,D1,D1,Autres,C,212.2452768
LP,Après 1948,MA,D1,D1,Autres,C,108.5641387
LP,Après 1948,AP,D2,D1,Autres,C,235.7671128
LP,Après 1948,MA,D2,D1,Autres,C,146.2734471
LP,Après 1948,AP,D3,D1,Autres,C,126.9961391
LP,Après 1948,MA,D3,D1,Autres,C,98.93086101
LP,Après 1948,AP,D4,D1,Autres,C,148.3623774
LP,Après 1948,MA,D4,D1,Autres,C,92.82677398
LP,Après 1948,AP,D5,D1,Autres,C,114.7217619
LP,Après 1948,MA,D5,D1,Autres,C,102.2551322
LP,Après 1948,AP,D6,D1,Autres,C,134.9818526
LP,Après 1948,MA,D6,D1,Autres,C,84.76099223
LP,Après 1948,AP,D7,D1,Autres,C,89.0461557
LP,Après 1948,MA,D7,D1,Autres,C,73.3041909
LP,Après 1948,AP,D8,D1,Autres,C,120.8931906
LP,Après 1948,MA,D8,D1,Autres,C,59.03392357
LP,Après 1948,AP,D9,D1,Autres,C,104.0709652
LP,Après 1948,MA,D9,D1,Autres,C,58.43806499
LP,Après 1948,AP,D10,D1,Autres,C,169.6461005
LP,Après 1948,MA,D10,D1,Autres,C,62.1240218
LP,Après 1948,AP,D1,D10,Autres,C,1164.60172
LP,Après 1948,MA,D1,D10,Autres,C,348.3204903
LP,Après 1948,AP,D2,D10,Autres,C,1149.416022
LP,Après 1948,MA,D2,D10,Autres,C,510.5160555
LP,Après 1948,AP,D3,D10,Autres,C,1091.149247
LP,Après 1948,MA,D3,D10,Autres,C,668.6689548
LP,Après 1948,AP,D4,D10,Autres,C,1159.20673
LP,Après 1948,MA,D4,D10,Autres,C,590.6063765
LP,Après 1948,AP,D5,D10,Autres,C,1183.571167
LP,Après 1948,MA,D5,D10,Autres,C,634.7197269
LP,Après 1948,AP,D6,D10,Autres,C,1306.369686
LP,Après 1948,MA,D6,D10,Autres,C,638.1083365
LP,Après 1948,AP,D7,D10,Autres,C,1530.02576
LP,Après 1948,MA,D7,D10,Autres,C,667.4567367
LP,Après 1948,AP,D8,D10,Autres,C,1667.713179
LP,Après 1948,MA,D8,D10,Autres,C,681.1729621
LP,Après 1948,AP,D9,D10,Autres,C,1819.693988
LP,Après 1948,MA,D9,D10,Autres,C,660.0091968
LP,Après 1948,AP,D10,D10,Autres,C,2042.633049
LP,Après 1948,MA,D10,D10,Autres,C,740.8594626
LP,Après 1948,AP,D1,D2,Autres,C,175.2463009
LP,Après 1948,MA,D1,D2,Autres,C,97.03170381
LP,Après 1948,AP,D2,D2,Autres,C,165.4798219
LP,Après 1948,MA,D2,D2,Autres,C,117.7437612
LP,Après 1948,AP,D3,D2,Autres,C,104.047294
LP,Après 1948,MA,D3,D2,Autres,C,124.716489
LP,Après 1948,AP,D4,D2,Autres,C,122.2308826
LP,Après 1948,MA,D4,D2,Autres,C,101.3871486
LP,Après 1948,AP,D5,D2,Autres,C,97.37590949
LP,Après 1948,MA,D5,D2,Autres,C,76.01436009
LP,Après 1948,AP,D6,D2,Autres,C,84.05363697
LP,Après 1948,MA,D6,D2,Autres,C,89.05024269
LP,Après 1948,AP,D7,D2,Autres,C,75.16912742
LP,Après 1948,MA,D7,D2,Autres,C,68.7857588
LP,Après 1948,AP,D8,D2,Autres,C,65.64860602
LP,Après 1948,MA,D8,D2,Autres,C,57.50346636
LP,Après 1948,AP,D9,D2,Autres,C,54.67141452
LP,Après 1948,MA,D9,D2,Autres,C,52.01058205
LP,Après 1948,AP,D10,D2,Autres,C,79.00624715
LP,Après 1948,MA,D10,D2,Autres,C,39.99789043
LP,Après 1948,AP,D1,D3,Autres,C,196.3373237
LP,Après 1948,MA,D1,D3,Autres,C,106.2979624
LP,Après 1948,AP,D2,D3,Autres,C,155.7142784
LP,Après 1948,MA,D2,D3,Autres,C,115.9007219
LP,Après 1948,AP,D3,D3,Autres,C,128.5870361
LP,Après 1948,MA,D3,D3,Autres,C,129.9071624
LP,Après 1948,AP,D4,D3,Autres,C,110.5021017
LP,Après 1948,MA,D4,D3,Autres,C,166.3559413
LP,Après 1948,AP,D5,D3,Autres,C,81.14393015
LP,Après 1948,MA,D5,D3,Autres,C,125.639507
LP,Après 1948,AP,D6,D3,Autres,C,73.31890684
LP,Après 1948,MA,D6,D3,Autres,C,114.6102377
LP,Après 1948,AP,D7,D3,Autres,C,101.9697153
LP,Après 1948,MA,D7,D3,Autres,C,72.13693944
LP,Après 1948,AP,D8,D3,Autres,C,82.37075107
LP,Après 1948,MA,D8,D3,Autres,C,82.99788638
LP,Après 1948,AP,D9,D3,Autres,C,88.73505695
LP,Après 1948,MA,D9,D3,Autres,C,69.81476257
LP,Après 1948,AP,D10,D3,Autres,C,65.91328772
LP,Après 1948,MA,D10,D3,Autres,C,39.87803842
LP,Après 1948,AP,D1,D4,Autres,C,180.5389333
LP,Après 1948,MA,D1,D4,Autres,C,105.5328644
LP,Après 1948,AP,D2,D4,Autres,C,126.4702596
LP,Après 1948,MA,D2,D4,Autres,C,147.2635304
LP,Après 1948,AP,D3,D4,Autres,C,119.1491267
LP,Après 1948,MA,D3,D4,Autres,C,98.40111916
LP,Après 1948,AP,D4,D4,Autres,C,135.8298023
LP,Après 1948,MA,D4,D4,Autres,C,117.1017431
LP,Après 1948,AP,D5,D4,Autres,C,147.5407924
LP,Après 1948,MA,D5,D4,Autres,C,155.2758942
LP,Après 1948,AP,D6,D4,Autres,C,115.8034802
LP,Après 1948,MA,D6,D4,Autres,C,158.3314579
LP,Après 1948,AP,D7,D4,Autres,C,104.6316169
LP,Après 1948,MA,D7,D4,Autres,C,109.4515488
LP,Après 1948,AP,D8,D4,Autres,C,106.2299516
LP,Après 1948,MA,D8,D4,Autres,C,83.77932658
LP,Après 1948,AP,D9,D4,Autres,C,63.15801274
LP,Après 1948,MA,D9,D4,Autres,C,70.22170377
LP,Après 1948,AP,D10,D4,Autres,C,65.55513962
LP,Après 1948,MA,D10,D4,Autres,C,56.55665247
LP,Après 1948,AP,D1,D5,Autres,C,209.7481375
LP,Après 1948,MA,D1,D5,Autres,C,112.2907421
LP,Après 1948,AP,D2,D5,Autres,C,196.0695641
LP,Après 1948,MA,D2,D5,Autres,C,169.2886707
LP,Après 1948,AP,D3,D5,Autres,C,148.9382997
LP,Après 1948,MA,D3,D5,Autres,C,155.366284
LP,Après 1948,AP,D4,D5,Autres,C,158.1956212
LP,Après 1948,MA,D4,D5,Autres,C,133.7519045
LP,Après 1948,AP,D5,D5,Autres,C,188.01613
LP,Après 1948,MA,D5,D5,Autres,C,194.8469334
LP,Après 1948,AP,D6,D5,Autres,C,185.1168066
LP,Après 1948,MA,D6,D5,Autres,C,172.9662236
LP,Après 1948,AP,D7,D5,Autres,C,158.8073365
LP,Après 1948,MA,D7,D5,Autres,C,161.0862755
LP,Après 1948,AP,D8,D5,Autres,C,97.19404563
LP,Après 1948,MA,D8,D5,Autres,C,126.6360323
LP,Après 1948,AP,D9,D5,Autres,C,86.2587554
LP,Après 1948,MA,D9,D5,Autres,C,70.49610908
LP,Après 1948,AP,D10,D5,Autres,C,90.50676637
LP,Après 1948,MA,D10,D5,Autres,C,51.35821167
LP,Après 1948,AP,D1,D6,Autres,C,232.6267838
LP,Après 1948,MA,D1,D6,Autres,C,123.4191596
LP,Après 1948,AP,D2,D6,Autres,C,239.4397781
LP,Après 1948,MA,D2,D6,Autres,C,191.4782748
LP,Après 1948,AP,D3,D6,Autres,C,197.1985353
LP,Après 1948,MA,D3,D6,Autres,C,156.5424135
LP,Après 1948,AP,D4,D6,Autres,C,183.4693551
LP,Après 1948,MA,D4,D6,Autres,C,186.5333794
LP,Après 1948,AP,D5,D6,Autres,C,185.5130346
LP,Après 1948,MA,D5,D6,Autres,C,184.1782618
LP,Après 1948,AP,D6,D6,Autres,C,207.2582462
LP,Après 1948,MA,D6,D6,Autres,C,181.7707877
LP,Après 1948,AP,D7,D6,Autres,C,222.8664327
LP,Après 1948,MA,D7,D6,Autres,C,189.8402526
LP,Après 1948,AP,D8,D6,Autres,C,160.6906571
