NATLOC,OCC,DECILE,ENERGIE,ETIQUETTE,NB_LOG
AP,G,D4,Electricité,F,574.6268015
MA,G,D4,Electricité,F,636.3903605
AP,LP,D4,Electricité,F,39965.35741
MA,LP,D4,Electricité,F,16575.03744
AP,LS,D4,Electricité,F,10497.3582
MA,LS,D4,Electricité,F,5882.768012
AP,P,D4,Electricité,F,11131.44464
MA,P,D4,Electricité,F,52789.77711
AP,G,D5,Electricité,F,469.1691117
MA,G,D5,Electricité,F,640.7466869
AP,LP,D5,Electricité,F,37008.83419
MA,LP,D5,Electricité,F,15059.31673
AP,LS,D5,Electricité,F,8546.64505
MA,LS,D5,Electricité,F,4656.954194
AP,P,D5,Electricité,F,13027.07168
MA,P,D5,Electricité,F,57681.3957
AP,G,D6,Electricité,F,412.0028244
MA,G,D6,Electricité,F,662.315024
AP,LP,D6,Electricité,F,35534.76544
MA,LP,D6,Electricité,F,13606.22902
AP,LS,D6,Electricité,F,6534.428248
MA,LS,D6,Electricité,F,3551.293305
AP,P,D6,Electricité,F,14848.24833
MA,P,D6,Electricité,F,61542.69158
AP,G,D7,Electricité,F,452.4369092
MA,G,D7,Electricité,F,398.6787494
AP,LP,D7,Electricité,F,36418.93502
MA,LP,D7,Electricité,F,12869.93016
AP,LS,D7,Electricité,F,5305.103927
MA,LS,D7,Electricité,F,2634.922141
AP,P,D7,Electricité,F,16773.37225
MA,P,D7,Electricité,F,63430.31353
AP,G,D8,Electricité,F,412.7289926
MA,G,D8,Electricité,F,500.4044383
AP,LP,D8,Electricité,F,35331.76205
MA,LP,D8,Electricité,F,11484.35861
AP,LS,D8,Electricité,F,4091.581409
MA,LS,D8,Electricité,F,1716.096767
AP,P,D8,Electricité,F,19584.48639
MA,P,D8,Electricité,F,65374.81217
AP,G,D9,Electricité,F,388.6282745
MA,G,D9,Electricité,F,433.3199552
AP,LP,D9,Electricité,F,37866.89186
MA,LP,D9,Electricité,F,9441.692868
AP,LS,D9,Electricité,F,3233.520152
MA,LS,D9,Electricité,F,1004.838155
AP,P,D9,Electricité,F,25183.14587
MA,P,D9,Electricité,F,64282.93569
AP,G,D10,Electricité,F,259.272486
MA,G,D10,Electricité,F,326.0059366
AP,LP,D10,Electricité,F,56631.35293
MA,LP,D10,Electricité,F,6575.891103
AP,LS,D10,Electricité,F,2180.394436
MA,LS,D10,Electricité,F,314.660787
AP,P,D10,Electricité,F,45159.47582
MA,P,D10,Electricité,F,51431.4152
AP,G,D1,Gaz,F,237.393191
MA,G,D1,Gaz,F,193.2948864
AP,LP,D1,Gaz,F,27788.17349
MA,LP,D1,Gaz,F,4661.300103
AP,LS,D1,Gaz,F,17486.54811
MA,LS,D1,Gaz,F,2734.235803
AP,P,D1,Gaz,F,4889.767013
MA,P,D1,Gaz,F,10647.47204
AP,G,D2,Gaz,F,240.6567629
MA,G,D2,Gaz,F,331.4429253
AP,LP,D2,Gaz,F,14924.60205
MA,LP,D2,Gaz,F,5483.938678
AP,LS,D2,Gaz,F,14996.3092
MA,LS,D2,Gaz,F,3514.64717
AP,P,D2,Gaz,F,4602.666069
MA,P,D2,Gaz,F,16527.16682
AP,G,D3,Gaz,F,189.7845036
MA,G,D3,Gaz,F,274.2027042
AP,LP,D3,Gaz,F,11982.08865
MA,LP,D3,Gaz,F,5411.106056
AP,LS,D3,Gaz,F,9885.553797
MA,LS,D3,Gaz,F,3083.263939
AP,P,D3,Gaz,F,5676.819601
MA,P,D3,Gaz,F,24860.4693
AP,G,D4,Gaz,F,245.3276975
MA,G,D4,Gaz,F,259.876468
AP,LP,D4,Gaz,F,11524.50848
MA,LP,D4,Gaz,F,5174.079277
AP,LS,D4,Gaz,F,8561.144813
MA,LS,D4,Gaz,F,2527.754897
AP,P,D4,Gaz,F,6729.6669
MA,P,D4,Gaz,F,30502.55231
AP,G,D5,Gaz,F,238.3723872
MA,G,D5,Gaz,F,225.3269236
AP,LP,D5,Gaz,F,10888.78519
MA,LP,D5,Gaz,F,4679.080325
AP,LS,D5,Gaz,F,6767.824759
MA,LS,D5,Gaz,F,1806.270825
AP,P,D5,Gaz,F,7624.36063
MA,P,D5,Gaz,F,33492.65935
AP,G,D6,Gaz,F,232.1809511
MA,G,D6,Gaz,F,295.4580553
AP,LP,D6,Gaz,F,10484.39306
MA,LP,D6,Gaz,F,4313.256026
AP,LS,D6,Gaz,F,5080.805452
MA,LS,D6,Gaz,F,1317.132709
AP,P,D6,Gaz,F,8384.0815
MA,P,D6,Gaz,F,34459.28882
AP,G,D7,Gaz,F,244.6140698
MA,G,D7,Gaz,F,183.4948875
AP,LP,D7,Gaz,F,10565.92013
MA,LP,D7,Gaz,F,4214.901395
AP,LS,D7,Gaz,F,4163.376561
MA,LS,D7,Gaz,F,873.2720311
AP,P,D7,Gaz,F,9594.253982
MA,P,D7,Gaz,F,35095.5389
AP,G,D8,Gaz,F,238.6462531
MA,G,D8,Gaz,F,218.0001478
AP,LP,D8,Gaz,F,10563.03482
MA,LP,D8,Gaz,F,3723.631575
AP,LS,D8,Gaz,F,3173.625032
MA,LS,D8,Gaz,F,648.7006948
AP,P,D8,Gaz,F,11215.38909
MA,P,D8,Gaz,F,37202.83063
AP,G,D9,Gaz,F,222.2376529
MA,G,D9,Gaz,F,199.0943513
AP,LP,D9,Gaz,F,10751.38836
MA,LP,D9,Gaz,F,3255.469205
AP,LS,D9,Gaz,F,2789.517382
MA,LS,D9,Gaz,F,321.9472529
AP,P,D9,Gaz,F,14064.99784
MA,P,D9,Gaz,F,37185.99243
AP,G,D10,Gaz,F,152.2115237
MA,G,D10,Gaz,F,177.9142128
AP,LP,D10,Gaz,F,15741.77754
MA,LP,D10,Gaz,F,2750.250211
AP,LS,D10,Gaz,F,2118.033223
MA,LS,D10,Gaz,F,125.7856399
AP,P,D10,Gaz,F,22594.12693
MA,P,D10,Gaz,F,34014.02074
AP,G,D1,Autres,G,41.72533256
MA,G,D1,Autres,G,177.2414832
AP,LP,D1,Autres,G,3978.317138
MA,LP,D1,Autres,G,7461.912833
AP,LS,D1,Autres,G,2005.698794
MA,LS,D1,Autres,G,596.955292
AP,P,D1,Autres,G,893.9531744
MA,P,D1,Autres,G,26992.71039
AP,G,D2,Autres,G,35.60458593
MA,G,D2,Autres,G,227.2252379
AP,LP,D2,Autres,G,2587.924107
MA,LP,D2,Autres,G,7842.261767
AP,LS,D2,Autres,G,1798.255363
MA,LS,D2,Autres,G,625.0991019
AP,P,D2,Autres,G,810.1134817
MA,P,D2,Autres,G,34176.48588
AP,G,D3,Autres,G,38.37092763
MA,G,D3,Autres,G,227.3829137
AP,LP,D3,Autres,G,2431.847156
MA,LP,D3,Autres,G,8657.682207
AP,LS,D3,Autres,G,1219.265671
MA,LS,D3,Autres,G,556.3424816
AP,P,D3,Autres,G,1017.501294
MA,P,D3,Autres,G,46964.13758
AP,G,D4,Autres,G,46.34443182
MA,G,D4,Autres,G,237.0970965
AP,LP,D4,Autres,G,2214.756006
MA,LP,D4,Autres,G,7482.114837
AP,LS,D4,Autres,G,1038.476607
MA,LS,D4,Autres,G,429.6369876
AP,P,D4,Autres,G,1091.507399
MA,P,D4,Autres,G,46161.38486
AP,G,D5,Autres,G,37.37999228
MA,G,D5,Autres,G,195.0078745
AP,LP,D5,Autres,G,2018.741737
MA,LP,D5,Autres,G,6086.431579
AP,LS,D5,Autres,G,844.666706
MA,LS,D5,Autres,G,310.9156828
AP,P,D5,Autres,G,1230.929417
MA,P,D5,Autres,G,43198.5799
AP,G,D6,Autres,G,33.43361723
MA,G,D6,Autres,G,238.143373
AP,LP,D6,Autres,G,1785.029354
MA,LP,D6,Autres,G,5268.752691
AP,LS,D6,Autres,G,627.0538557
MA,LS,D6,Autres,G,240.4215674
AP,P,D6,Autres,G,1208.436912
MA,P,D6,Autres,G,39982.93253
AP,G,D7,Autres,G,39.90559753
MA,G,D7,Autres,G,137.7435044
AP,LP,D7,Autres,G,1906.216804
MA,LP,D7,Autres,G,5119.432605
AP,LS,D7,Autres,G,560.3681175
MA,LS,D7,Autres,G,178.1196763
AP,P,D7,Autres,G,1302.527143
MA,P,D7,Autres,G,38092.83582
AP,G,D8,Autres,G,32.34455149
MA,G,D8,Autres,G,156.2642249
AP,LP,D8,Autres,G,1676.963364
MA,LP,D8,Autres,G,4467.988305
AP,LS,D8,Autres,G,442.4035298
MA,LS,D8,Autres,G,115.4155102
AP,P,D8,Autres,G,1388.998334
MA,P,D8,Autres,G,36032.78097
AP,G,D9,Autres,G,32.9596176
MA,G,D9,Autres,G,92.98024511
AP,LP,D9,Autres,G,1819.030774
MA,LP,D9,Autres,G,3771.778433
AP,LS,D9,Autres,G,379.2085828
MA,LS,D9,Autres,G,61.80493215
AP,P,D9,Autres,G,1529.238903
MA,P,D9,Autres,G,30736.89208
AP,G,D10,Autres,G,17.16457645
MA,G,D10,Autres,G,99.96448791
AP,LP,D10,Autres,G,2409.470952
MA,LP,D10,Autres,G,2329.693652
AP,LS,D10,Autres,G,334.6098684
MA,LS,D10,Autres,G,23.14115428
AP,P,D10,Autres,G,2312.502961
MA,P,D10,Autres,G,21189.38544
AP,G,D1,Electricité,G,198.0363246
MA,G,D1,Electricité,G,154.732051
AP,LP,D1,Electricité,G,135789.7291
MA,LP,D1,Electricité,G,17589.49489
AP,LS,D1,Electricité,G,8714.345651
MA,LS,D1,Electricité,G,1948.18318
AP,P,D1,Electricité,G,9309.862328
MA,P,D1,Electricité,G,26315.09203
AP,G,D2,Electricité,G,157.9666471
MA,G,D2,Electricité,G,183.1555463
AP,LP,D2,Electricité,G,45389.51237
MA,LP,D2,Electricité,G,15309.88477
AP,LS,D2,Electricité,G,6117.98179
MA,LS,D2,Electricité,G,2105.136518
AP,P,D2,Electricité,G,5645.538366
MA,P,D2,Electricité,G,27859.21895
AP,G,D3,Electricité,G,128.234042
MA,G,D3,Electricité,G,177.4134364
AP,LP,D3,Electricité,G,35866.97099
MA,LP,D3,Electricité,G,15873.45221
AP,LS,D3,Electricité,G,4316.99048
MA,LS,D3,Electricité,G,1838.087442
AP,P,D3,Electricité,G,6431.35825
MA,P,D3,Electricité,G,39842.39389
AP,G,D4,Electricité,G,175.8614634
MA,G,D4,Electricité,G,151.0189085
AP,LP,D4,Electricité,G,32019.83003
MA,LP,D4,Electricité,G,14323.14105
AP,LS,D4,Electricité,G,3456.474773
MA,LS,D4,Electricité,G,1532.828658
AP,P,D4,Electricité,G,6834.086923
MA,P,D4,Electricité,G,42599.09763
AP,G,D5,Electricité,G,122.1758531
MA,G,D5,Electricité,G,164.3028811
AP,LP,D5,Electricité,G,29370.0315
MA,LP,D5,Electricité,G,13069.71297
AP,LS,D5,Electricité,G,2981.80279
MA,LS,D5,Electricité,G,1172.076461
AP,P,D5,Electricité,G,8006.179616
MA,P,D5,Electricité,G,44213.89935
AP,G,D6,Electricité,G,114.6027338
MA,G,D6,Electricité,G,178.9594797
AP,LP,D6,Electricité,G,29605.8633
MA,LP,D6,Electricité,G,11570.66262
AP,LS,D6,Electricité,G,2442.462008
MA,LS,D6,Electricité,G,840.0340693
AP,P,D6,Electricité,G,9066.658143
MA,P,D6,Electricité,G,43663.47321
AP,G,D7,Electricité,G,130.6915787
MA,G,D7,Electricité,G,93.09849713
AP,LP,D7,Electricité,G,32090.40939
MA,LP,D7,Electricité,G,10851.22889
AP,LS,D7,Electricité,G,2090.988608
MA,LS,D7,Electricité,G,648.042904
AP,P,D7,Electricité,G,10793.16151
MA,P,D7,Electricité,G,42327.46065
AP,G,D8,Electricité,G,122.5441131
MA,G,D8,Electricité,G,112.466962
AP,LP,D8,Electricité,G,30792.5024
MA,LP,D8,Electricité,G,9528.015184
AP,LS,D8,Electricité,G,1593.083039
MA,LS,D8,Electricité,G,422.6513146
AP,P,D8,Electricité,G,12390.53644
MA,P,D8,Electricité,G,41430.80153
AP,G,D9,Electricité,G,117.8121964
MA,G,D9,Electricité,G,84.61906967
AP,LP,D9,Electricité,G,31403.89942
MA,LP,D9,Electricité,G,8051.862466
AP,LS,D9,Electricité,G,1517.84824
MA,LS,D9,Electricité,G,245.1628781
AP,P,D9,Electricité,G,15959.5019
MA,P,D9,Electricité,G,39277.40291
AP,G,D10,Electricité,G,71.29291136
MA,G,D10,Electricité,G,72.12972385
AP,LP,D10,Electricité,G,48544.18659
MA,LP,D10,Electricité,G,5216.572199
AP,LS,D10,Electricité,G,1411.400859
MA,LS,D10,Electricité,G,99.09286576
AP,P,D10,Electricité,G,32133.44958
MA,P,D10,Electricité,G,30798.02456
AP,G,D1,Gaz,G,41.84255954
MA,G,D1,Gaz,G,67.88773777
AP,LP,D1,Gaz,G,7985.001227
MA,LP,D1,Gaz,G,681.2412345
AP,LS,D1,Gaz,G,3191.75546
MA,LS,D1,Gaz,G,172.7249776
AP,P,D1,Gaz,G,1098.445667
MA,P,D1,Gaz,G,1480.226918
AP,G,D2,Gaz,G,36.42001071
MA,G,D2,Gaz,G,85.11144507
AP,LP,D2,Gaz,G,4105.950075
MA,LP,D2,Gaz,G,789.482032
AP,LS,D2,Gaz,G,2676.332862
MA,LS,D2,Gaz,G,235.0092082
AP,P,D2,Gaz,G,1102.358821
MA,P,D2,Gaz,G,2491.782892
AP,G,D3,Gaz,G,26.11068983
MA,G,D3,Gaz,G,78.33503434
AP,LP,D3,Gaz,G,3160.006873
MA,LP,D3,Gaz,G,781.8625433
AP,LS,D3,Gaz,G,1766.447244
MA,LS,D3,Gaz,G,224.5883341
AP,P,D3,Gaz,G,1235.620609
MA,P,D3,Gaz,G,3793.983459
AP,G,D4,Gaz,G,33.60626769
MA,G,D4,Gaz,G,72.5468245
AP,LP,D4,Gaz,G,2770.529392
MA,LP,D4,Gaz,G,827.3987005
AP,LS,D4,Gaz,G,1525.076529
MA,LS,D4,Gaz,G,167.6527548
AP,P,D4,Gaz,G,1425.332495
MA,P,D4,Gaz,G,4650.746325
AP,G,D5,Gaz,G,28.11516302
MA,G,D5,Gaz,G,64.54542932
AP,LP,D5,Gaz,G,2782.296747
MA,LP,D5,Gaz,G,737.2206461
AP,LS,D5,Gaz,G,1225.004579
MA,LS,D5,Gaz,G,123.522811
AP,P,D5,Gaz,G,1480.486827
MA,P,D5,Gaz,G,5293.28737
AP,G,D6,Gaz,G,27.58809886
MA,G,D6,Gaz,G,87.93812225
AP,LP,D6,Gaz,G,2611.353455
MA,LP,D6,Gaz,G,664.9508299
AP,LS,D6,Gaz,G,844.6857764
MA,LS,D6,Gaz,G,81.64600587
AP,P,D6,Gaz,G,1613.510433
MA,P,D6,Gaz,G,5453.335422
AP,G,D7,Gaz,G,28.69438818
MA,G,D7,Gaz,G,54.50947828
AP,LP,D7,Gaz,G,2694.939143
MA,LP,D7,Gaz,G,672.4374983
AP,LS,D7,Gaz,G,842.6212893
MA,LS,D7,Gaz,G,61.86422551
AP,P,D7,Gaz,G,1800.560832
MA,P,D7,Gaz,G,5588.277218
AP,G,D8,Gaz,G,25.86899987
MA,G,D8,Gaz,G,63.11247419
AP,LP,D8,Gaz,G,2576.938723
MA,LP,D8,Gaz,G,594.9711169
AP,LS,D8,Gaz,G,638.8628757
MA,LS,D8,Gaz,G,44.67764601
AP,P,D8,Gaz,G,2099.043109
MA,P,D8,Gaz,G,5733.987541
AP,G,D9,Gaz,G,25.90010796
MA,G,D9,Gaz,G,48.36740884
AP,LP,D9,Gaz,G,2730.150686
MA,LP,D9,Gaz,G,514.0140502
AP,LS,D9,Gaz,G,588.4106581
MA,LS,D9,Gaz,G,22.58916488
AP,P,D9,Gaz,G,2685.951704
MA,P,D9,Gaz,G,5489.262423
AP,G,D10,Gaz,G,16.7302471
MA,G,D10,Gaz,G,52.86119068
AP,LP,D10,Gaz,G,3963.949748
MA,LP,D10,Gaz,G,378.653117
AP,LS,D10,Gaz,G,513.3365298
MA,LS,D10,Gaz,G,7.341262163
AP,P,D10,Gaz,G,4352.329162
MA,P,D10,Gaz,G,4483.516424
