Housing type,Occupancy status,Income class,Heating energy,Energy performance,Income class owner,Stock 2018
Single-family,Landlords,C3,Oil fuel,G,C5,28220.00071
Single-family,Landlords,C4,Oil fuel,G,C5,8023.998826
Single-family,Landlords,C5,Oil fuel,G,C5,3311.545254
Single-family,Landlords,C1,Oil fuel,F,C5,9184.061876
Single-family,Landlords,C2,Oil fuel,F,C5,26552.72318
Single-family,Landlords,C3,Oil fuel,F,C5,25579.17854
Single-family,Landlords,C4,Oil fuel,F,C5,11464.76063
Single-family,Landlords,C5,Oil fuel,F,C5,8393.534506
Single-family,Landlords,C1,Oil fuel,E,C5,17279.81499
Single-family,Landlords,C2,Oil fuel,E,C5,21407.43713
Single-family,Landlords,C3,Oil fuel,E,C5,18092.78905
Single-family,Landlords,C4,Oil fuel,E,C5,16152.9597
Single-family,Landlords,C5,Oil fuel,E,C5,8590.609188
Single-family,Landlords,C1,Oil fuel,D,C5,1880.424857
Single-family,Landlords,C2,Oil fuel,D,C5,3379.015174
Single-family,Landlords,C3,Oil fuel,D,C5,7854.213424
Single-family,Landlords,C4,Oil fuel,D,C5,11806.90708
Single-family,Landlords,C5,Oil fuel,D,C5,1661.388112
Single-family,Landlords,C1,Oil fuel,C,C5,360.6283922
Single-family,Landlords,C2,Oil fuel,C,C5,717.8270417
Single-family,Landlords,C3,Oil fuel,C,C5,3452.919358
Single-family,Landlords,C4,Oil fuel,C,C5,1341.225041
Single-family,Landlords,C5,Oil fuel,C,C5,843.7073279
Single-family,Landlords,C1,Oil fuel,B,C5,0
Single-family,Landlords,C2,Oil fuel,B,C5,0
Single-family,Landlords,C3,Oil fuel,B,C5,0
Single-family,Landlords,C4,Oil fuel,B,C5,0
Single-family,Landlords,C5,Oil fuel,B,C5,0
Single-family,Landlords,C1,Oil fuel,A,C5,0
Single-family,Landlords,C2,Oil fuel,A,C5,0
Single-family,Landlords,C3,Oil fuel,A,C5,0
Single-family,Landlords,C4,Oil fuel,A,C5,0
Single-family,Landlords,C5,Oil fuel,A,C5,0
Single-family,Landlords,C1,Wood fuel,G,C1,884.339995
Single-family,Landlords,C2,Wood fuel,G,C1,561.572175
Single-family,Landlords,C3,Wood fuel,G,C1,1038.466944
Single-family,Landlords,C4,Wood fuel,G,C1,295.2748876
Single-family,Landlords,C5,Wood fuel,G,C1,121.8614526
Single-family,Landlords,C1,Wood fuel,F,C1,161.589813
Single-family,Landlords,C2,Wood fuel,F,C1,467.184306
Single-family,Landlords,C3,Wood fuel,F,C1,450.0551862
Single-family,Landlords,C4,Wood fuel,F,C1,201.717775
Single-family,Landlords,C5,Wood fuel,F,C1,147.6808072
Single-family,Landlords,C1,Wood fuel,E,C1,453.1594833
Single-family,Landlords,C2,Wood fuel,E,C1,561.4054986
Single-family,Landlords,C3,Wood fuel,E,C1,474.4795557
Single-family,Landlords,C4,Wood fuel,E,C1,423.6079423
Single-family,Landlords,C5,Wood fuel,E,C1,225.286904
Single-family,Landlords,C1,Wood fuel,D,C1,178.4606537
Single-family,Landlords,C2,Wood fuel,D,C1,320.6835171
Single-family,Landlords,C3,Wood fuel,D,C1,745.3996667
Single-family,Landlords,C4,Wood fuel,D,C1,1120.527815
Single-family,Landlords,C5,Wood fuel,D,C1,157.6730957
Single-family,Landlords,C1,Wood fuel,C,C1,0
Single-family,Landlords,C2,Wood fuel,C,C1,0
Single-family,Landlords,C3,Wood fuel,C,C1,0
Single-family,Landlords,C4,Wood fuel,C,C1,0
Single-family,Landlords,C5,Wood fuel,C,C1,0
Single-family,Landlords,C1,Wood fuel,B,C1,0
Single-family,Landlords,C2,Wood fuel,B,C1,0
Single-family,Landlords,C3,Wood fuel,B,C1,0
Single-family,Landlords,C4,Wood fuel,B,C1,0
Single-family,Landlords,C5,Wood fuel,B,C1,0
Single-family,Landlords,C1,Wood fuel,A,C1,850.1080543
Single-family,Landlords,C2,Wood fuel,A,C1,850.1080543
Single-family,Landlords,C3,Wood fuel,A,C1,850.1080543
Single-family,Landlords,C4,Wood fuel,A,C1,850.1080543
Single-family,Landlords,C5,Wood fuel,A,C1,850.1080543
Single-family,Landlords,C1,Wood fuel,G,C2,1035.24112
Single-family,Landlords,C2,Wood fuel,G,C2,657.3971672
Single-family,Landlords,C3,Wood fuel,G,C2,1215.667829
Single-family,Landlords,C4,Wood fuel,G,C2,345.6597091
Single-family,Landlords,C5,Wood fuel,G,C2,142.6555255
Single-family,Landlords,C1,Wood fuel,F,C2,189.1630142
Single-family,Landlords,C2,Wood fuel,F,C2,546.9032351
Single-family,Landlords,C3,Wood fuel,F,C2,526.8512537
Single-family,Landlords,C4,Wood fuel,F,C2,236.1382913
Single-family,Landlords,C5,Wood fuel,F,C2,172.8806173
Single-family,Landlords,C1,Wood fuel,E,C2,530.4852589
Single-family,Landlords,C2,Wood fuel,E,C2,657.2020498
Single-family,Landlords,C3,Wood fuel,E,C2,555.4433246
Single-family,Landlords,C4,Wood fuel,E,C2,495.8911316
Single-family,Landlords,C5,Wood fuel,E,C2,263.7291859
Single-family,Landlords,C1,Wood fuel,D,C2,208.9126446
Single-family,Landlords,C2,Wood fuel,D,C2,375.403991
Single-family,Landlords,C3,Wood fuel,D,C2,872.592431
Single-family,Landlords,C4,Wood fuel,D,C2,1311.731321
Single-family,Landlords,C5,Wood fuel,D,C2,184.57796
Single-family,Landlords,C1,Wood fuel,C,C2,0
Single-family,Landlords,C2,Wood fuel,C,C2,0
Single-family,Landlords,C3,Wood fuel,C,C2,0
Single-family,Landlords,C4,Wood fuel,C,C2,0
Single-family,Landlords,C5,Wood fuel,C,C2,0
Single-family,Landlords,C1,Wood fuel,B,C2,0
Single-family,Landlords,C2,Wood fuel,B,C2,0
Single-family,Landlords,C3,Wood fuel,B,C2,0
Single-family,Landlords,C4,Wood fuel,B,C2,0
Single-family,Landlords,C5,Wood fuel,B,C2,0
Single-family,Landlords,C1,Wood fuel,A,C2,850.1080543
Single-family,Landlords,C2,Wood fuel,A,C2,850.1080543
Single-family,Landlords,C3,Wood fuel,A,C2,850.1080543
Single-family,Landlords,C4,Wood fuel,A,C2,850.1080543
Single-family,Landlords,C5,Wood fuel,A,C2,850.1080543
Single-family,Landlords,C1,Wood fuel,G,C3,2284.411772
Single-family,Landlords,C2,Wood fuel,G,C3,1450.643525
Single-family,Landlords,C3,Wood fuel,G,C3,2682.549839
Single-family,Landlords,C4,Wood fuel,G,C3,762.7489801
Single-family,Landlords,C5,Wood fuel,G,C3,314.7903956
Single-family,Landlords,C1,Wood fuel,F,C3,417.4160085
Single-family,Landlords,C2,Wood fuel,F,C3,1206.822414
Single-family,Landlords,C3,Wood fuel,F,C3,1162.574769
Single-family,Landlords,C4,Wood fuel,F,C3,521.0738655
Single-family,Landlords,C5,Wood fuel,F,C3,381.4865055
Single-family,Landlords,C1,Wood fuel,E,C3,1170.593735
Single-family,Landlords,C2,Wood fuel,E,C3,1450.212969
Single-family,Landlords,C3,Wood fuel,E,C3,1225.667378
Single-family,Landlords,C4,Wood fuel,E,C3,1094.256706
Single-family,Landlords,C5,Wood fuel,E,C3,581.957232
Single-family,Landlords,C1,Wood fuel,D,C3,460.9964725
Single-family,Landlords,C2,Wood fuel,D,C3,828.384112
Single-family,Landlords,C3,Wood fuel,D,C3,1925.50352
Single-family,Landlords,C4,Wood fuel,D,C3,2894.528061
Single-family,Landlords,C5,Wood fuel,D,C3,407.2984124
Single-family,Landlords,C1,Wood fuel,C,C3,0
Single-family,Landlords,C2,Wood fuel,C,C3,0
Single-family,Landlords,C3,Wood fuel,C,C3,0
Single-family,Landlords,C4,Wood fuel,C,C3,0
Single-family,Landlords,C5,Wood fuel,C,C3,0
Single-family,Landlords,C1,Wood fuel,B,C3,0
Single-family,Landlords,C2,Wood fuel,B,C3,0
Single-family,Landlords,C3,Wood fuel,B,C3,0
Single-family,Landlords,C4,Wood fuel,B,C3,0
Single-family,Landlords,C5,Wood fuel,B,C3,0
Single-family,Landlords,C1,Wood fuel,A,C3,850.1080543
Single-family,Landlords,C2,Wood fuel,A,C3,850.1080543
Single-family,Landlords,C3,Wood fuel,A,C3,850.1080543
Single-family,Landlords,C4,Wood fuel,A,C3,850.1080543
Single-family,Landlords,C5,Wood fuel,A,C3,850.1080543
Single-family,Landlords,C1,Wood fuel,G,C4,4135.271777
Single-family,Landlords,C2,Wood fuel,G,C4,2625.973697
Single-family,Landlords,C3,Wood fuel,G,C4,4855.986462
Single-family,Landlords,C4,Wood fuel,G,C4,1380.738083
Single-family,Landlords,C5,Wood fuel,G,C4,569.8376513
Single-family,Landlords,C1,Wood fuel,F,C4,755.6118648
Single-family,Landlords,C2,Wood fuel,F,C4,2184.605565
Single-family,Landlords,C3,Wood fuel,F,C4,2104.507903
Single-family,Landlords,C4,Wood fuel,F,C4,943.2546601
Single-family,Landlords,C5,Wood fuel,F,C4,690.571813
Single-family,Landlords,C1,Wood fuel,E,C4,2119.023942
Single-family,Landlords,C2,Wood fuel,E,C4,2625.1943
Single-family,Landlords,C3,Wood fuel,E,C4,2218.718962
Single-family,Landlords,C4,Wood fuel,E,C4,1980.837662
Single-family,Landlords,C5,Wood fuel,E,C4,1053.466519
Single-family,Landlords,C1,Wood fuel,D,C4,834.5017851
Single-family,Landlords,C2,Wood fuel,D,C4,1499.551648
Single-family,Landlords,C3,Wood fuel,D,C4,3485.571411
Single-family,Landlords,C4,Wood fuel,D,C4,5239.712184
Single-family,Landlords,C5,Wood fuel,D,C4,737.2968613
Single-family,Landlords,C1,Wood fuel,C,C4,0
Single-family,Landlords,C2,Wood fuel,C,C4,0
Single-family,Landlords,C3,Wood fuel,C,C4,0
Single-family,Landlords,C4,Wood fuel,C,C4,0
Single-family,Landlords,C5,Wood fuel,C,C4,0
Single-family,Landlords,C1,Wood fuel,B,C4,0
Single-family,Landlords,C2,Wood fuel,B,C4,0
Single-family,Landlords,C3,Wood fuel,B,C4,0
Single-family,Landlords,C4,Wood fuel,B,C4,0
Single-family,Landlords,C5,Wood fuel,B,C4,0
Single-family,Landlords,C1,Wood fuel,A,C4,850.1080543
Single-family,Landlords,C2,Wood fuel,A,C4,850.1080543
Single-family,Landlords,C3,Wood fuel,A,C4,850.1080543
Single-family,Landlords,C4,Wood fuel,A,C4,850.1080543
Single-family,Landlords,C5,Wood fuel,A,C4,850.1080543
Single-family,Landlords,C1,Wood fuel,G,C5,9645.953055
Single-family,Landlords,C2,Wood fuel,G,C5,6125.357744
Single-family,Landlords,C3,Wood fuel,G,C5,11327.09528
Single-family,Landlords,C4,Wood fuel,G,C5,3220.715698
Single-family,Landlords,C5,Wood fuel,G,C5,1329.205801
Single-family,Landlords,C1,Wood fuel,F,C5,1762.543545
Single-family,Landlords,C2,Wood fuel,F,C5,5095.820507
Single-family,Landlords,C3,Wood fuel,F,C5,4908.984351
Single-family,Landlords,C4,Wood fuel,F,C5,2200.239951
Single-family,Landlords,C5,Wood fuel,F,C5,1610.830835
Single-family,Landlords,C1,Wood fuel,E,C5,4942.844523
Single-family,Landlords,C2,Wood fuel,E,C5,6123.539718
Single-family,Landlords,C3,Wood fuel,E,C5,5175.393564
Single-family,Landlords,C4,Wood fuel,E,C5,4620.510603
Single-family,Landlords,C5,Wood fuel,E,C5,2457.320614
Single-family,Landlords,C1,Wood fuel,D,C5,1946.562518
Single-family,Landlords,C2,Wood fuel,D,C5,3497.860742
Single-family,Landlords,C3,Wood fuel,D,C5,8130.459136
Single-family,Landlords,C4,Wood fuel,D,C5,12222.17559
Single-family,Landlords,C5,Wood fuel,D,C5,1719.821887
Single-family,Landlords,C1,Wood fuel,C,C5,0
Single-family,Landlords,C2,Wood fuel,C,C5,0
Single-family,Landlords,C3,Wood fuel,C,C5,0
Single-family,Landlords,C4,Wood fuel,C,C5,0
Single-family,Landlords,C5,Wood fuel,C,C5,0
Single-family,Landlords,C1,Wood fuel,B,C5,0
Single-family,Landlords,C2,Wood fuel,B,C5,0
Single-family,Landlords,C3,Wood fuel,B,C5,0
Single-family,Landlords,C4,Wood fuel,B,C5,0
Single-family,Landlords,C5,Wood fuel,B,C5,0
Single-family,Landlords,C1,Wood fuel,A,C5,850.1080543
Single-family,Landlords,C2,Wood fuel,A,C5,850.1080543
Single-family,Landlords,C3,Wood fuel,A,C5,850.1080543
Single-family,Landlords,C4,Wood fuel,A,C5,850.1080543
Single-family,Landlords,C5,Wood fuel,A,C5,850.1080543
Multi-family,Landlords,C1,Power,G,C1,17178.11422
Multi-family,Landlords,C2,Power,G,C1,12924.95623
Multi-family,Landlords,C3,Power,G,C1,7636.33129
Multi-family,Landlords,C4,Power,G,C1,1679.806182
Multi-family,Landlords,C5,Power,G,C1,2489.844463
Multi-family,Landlords,C1,Power,F,C1,10157.63407
Multi-family,Landlords,C2,Power,F,C1,7386.129053
Multi-family,Landlords,C3,Power,F,C1,3313.031987
Multi-family,Landlords,C4,Power,F,C1,1460.369469
Multi-family,Landlords,C5,Power,F,C1,1748.107215
Multi-family,Landlords,C1,Power,E,C1,8631.850435
Multi-family,Landlords,C2,Power,E,C1,10527.32979
Multi-family,Landlords,C3,Power,E,C1,8769.254918
Multi-family,Landlords,C4,Power,E,C1,5287.866637
Multi-family,Landlords,C5,Power,E,C1,1587.76767
Multi-family,Landlords,C1,Power,D,C1,5183.186127
Multi-family,Landlords,C2,Power,D,C1,2859.077067
Multi-family,Landlords,C3,Power,D,C1,5238.991676
Multi-family,Landlords,C4,Power,D,C1,1314.357147
Multi-family,Landlords,C5,Power,D,C1,620.4796883
Multi-family,Landlords,C1,Power,C,C1,1723.267207
Multi-family,Landlords,C2,Power,C,C1,601.0780195
Multi-family,Landlords,C3,Power,C,C1,1114.811599
Multi-family,Landlords,C4,Power,C,C1,1727.181457
Multi-family,Landlords,C5,Power,C,C1,0
Multi-family,Landlords,C1,Power,B,C1,3263.184223
Multi-family,Landlords,C2,Power,B,C1,3263.184223
Multi-family,Landlords,C3,Power,B,C1,3263.184223
Multi-family,Landlords,C4,Power,B,C1,3263.184223
Multi-family,Landlords,C5,Power,B,C1,3263.184223
Multi-family,Landlords,C1,Power,A,C1,620.1526578
Multi-family,Landlords,C2,Power,A,C1,620.1526578
Multi-family,Landlords,C3,Power,A,C1,620.1526578
Multi-family,Landlords,C4,Power,A,C1,620.1526578
Multi-family,Landlords,C5,Power,A,C1,620.1526578
Multi-family,Landlords,C1,Power,G,C2,20109.33613
Multi-family,Landlords,C2,Power,G,C2,15130.43201
Multi-family,Landlords,C3,Power,G,C2,8939.371967
Multi-family,Landlords,C4,Power,G,C2,1966.443272
Multi-family,Landlords,C5,Power,G,C2,2914.704057
Multi-family,Landlords,C1,Power,F,C2,11890.90229
Multi-family,Landlords,C2,Power,F,C2,8646.47597
Multi-family,Landlords,C3,Power,F,C2,3878.357833
Multi-family,Landlords,C4,Power,F,C2,1709.562537
Multi-family,Landlords,C5,Power,F,C2,2046.398989
Multi-family,Landlords,C1,Power,E,C2,10104.76351
Multi-family,Landlords,C2,Power,E,C2,12323.68178
Multi-family,Landlords,C3,Power,E,C2,10265.61428
Multi-family,Landlords,C4,Power,E,C2,6190.172344
Multi-family,Landlords,C5,Power,E,C2,1858.699584
Multi-family,Landlords,C1,Power,D,C2,6067.629467
Multi-family,Landlords,C2,Power,D,C2,3346.941405
Multi-family,Landlords,C3,Power,D,C2,6132.957508
Multi-family,Landlords,C4,Power,D,C2,1538.63511
Multi-family,Landlords,C5,Power,D,C2,726.356482
Multi-family,Landlords,C1,Power,C,C2,2017.320356
Multi-family,Landlords,C2,Power,C,C2,703.6441705
Multi-family,Landlords,C3,Power,C,C2,1305.039708
Multi-family,Landlords,C4,Power,C,C2,2021.902522
Multi-family,Landlords,C5,Power,C,C2,0
Multi-family,Landlords,C1,Power,B,C2,3263.184223
Multi-family,Landlords,C2,Power,B,C2,3263.184223
Multi-family,Landlords,C3,Power,B,C2,3263.184223
Multi-family,Landlords,C4,Power,B,C2,3263.184223
Multi-family,Landlords,C5,Power,B,C2,3263.184223
Multi-family,Landlords,C1,Power,A,C2,620.1526578
Multi-family,Landlords,C2,Power,A,C2,620.1526578
Multi-family,Landlords,C3,Power,A,C2,620.1526578
Multi-family,Landlords,C4,Power,A,C2,620.1526578
Multi-family,Landlords,C5,Power,A,C2,620.1526578
Multi-family,Landlords,C1,Power,G,C3,44374.20739
Multi-family,Landlords,C2,Power,G,C3,33387.52327
Multi-family,Landlords,C3,Power,G,C3,19726.03884
Multi-family,Landlords,C4,Power,G,C3,4339.246258
Multi-family,Landlords,C5,Power,G,C3,6431.723128
Multi-family,Landlords,C1,Power,F,C3,26239.02454
Multi-family,Landlords,C2,Power,F,C3,19079.72075
Multi-family,Landlords,C3,Power,F,C3,8558.166898
Multi-family,Landlords,C4,Power,F,C3,3772.401141
Multi-family,Landlords,C5,Power,F,C3,4515.680307
Multi-family,Landlords,C1,Power,E,C3,22297.64667
Multi-family,Landlords,C2,Power,E,C3,27194.01614
Multi-family,Landlords,C3,Power,E,C3,22652.58755
Multi-family,Landlords,C4,Power,E,C3,13659.52559
Multi-family,Landlords,C5,Power,E,C3,4101.493967
Multi-family,Landlords,C1,Power,D,C3,13389.11671
Multi-family,Landlords,C2,Power,D,C3,7385.518403
Multi-family,Landlords,C3,Power,D,C3,13533.27264
Multi-family,Landlords,C4,Power,D,C3,3395.224637
Multi-family,Landlords,C5,Power,D,C3,1602.812394
Multi-family,Landlords,C1,Power,C,C3,4451.514027
Multi-family,Landlords,C2,Power,C,C3,1552.694338
Multi-family,Landlords,C3,Power,C,C3,2879.762031
Multi-family,Landlords,C4,Power,C,C3,4461.62525
Multi-family,Landlords,C5,Power,C,C3,0
Multi-family,Landlords,C1,Power,B,C3,3263.184223
Multi-family,Landlords,C2,Power,B,C3,3263.184223
Multi-family,Landlords,C3,Power,B,C3,3263.184223
Multi-family,Landlords,C4,Power,B,C3,3263.184223
Multi-family,Landlords,C5,Power,B,C3,3263.184223
Multi-family,Landlords,C1,Power,A,C3,620.1526578
Multi-family,Landlords,C2,Power,A,C3,620.1526578
Multi-family,Landlords,C3,Power,A,C3,620.1526578
Multi-family,Landlords,C4,Power,A,C3,620.1526578
Multi-family,Landlords,C5,Power,A,C3,620.1526578
Multi-family,Landlords,C1,Power,G,C4,80326.76494
Multi-family,Landlords,C2,Power,G,C4,60438.52704
Multi-family,Landlords,C3,Power,G,C4,35708.33099
Multi-family,Landlords,C4,Power,G,C4,7854.959777
Multi-family,Landlords,C5,Power,G,C4,11642.78851
Multi-family,Landlords,C1,Power,F,C4,47498.22206
Multi-family,Landlords,C2,Power,F,C4,34538.35761
Multi-family,Landlords,C3,Power,F,C4,15492.10456
Multi-family,Landlords,C4,Power,F,C4,6828.849402
Multi-family,Landlords,C5,Power,F,C4,8174.342974
Multi-family,Landlords,C1,Power,E,C4,40363.48879
Multi-family,Landlords,C2,Power,E,C4,49226.96023
Multi-family,Landlords,C3,Power,E,C4,41006.00737
Multi-family,Landlords,C4,Power,E,C4,24726.65014
Multi-family,Landlords,C5,Power,E,C4,7424.577501
Multi-family,Landlords,C1,Power,D,C4,24237.15248
Multi-family,Landlords,C2,Power,D,C4,13369.36107
Multi-family,Landlords,C3,Power,D,C4,24498.10541
Multi-family,Landlords,C4,Power,D,C4,6146.079613
Multi-family,Landlords,C5,Power,D,C4,2901.431754
Multi-family,Landlords,C1,Power,C,C4,8058.188344
Multi-family,Landlords,C2,Power,C,C4,2810.707401
Multi-family,Landlords,C3,Power,C,C4,5212.982526
Multi-family,Landlords,C4,Power,C,C4,8076.491813
Multi-family,Landlords,C5,Power,C,C4,0
Multi-family,Landlords,C1,Power,B,C4,3263.184223
Multi-family,Landlords,C2,Power,B,C4,3263.184223
Multi-family,Landlords,C3,Power,B,C4,3263.184223
Multi-family,Landlords,C4,Power,B,C4,3263.184223
Multi-family,Landlords,C5,Power,B,C4,3263.184223
Multi-family,Landlords,C1,Power,A,C4,620.1526578
Multi-family,Landlords,C2,Power,A,C4,620.1526578
Multi-family,Landlords,C3,Power,A,C4,620.1526578
Multi-family,Landlords,C4,Power,A,C4,620.1526578
Multi-family,Landlords,C5,Power,A,C4,620.1526578
Multi-family,Landlords,C1,Power,G,C5,187370.5637
Multi-family,Landlords,C2,Power,G,C5,140979.1729
Multi-family,Landlords,C3,Power,G,C5,83293.40926
Multi-family,Landlords,C4,Power,G,C5,18322.51358
Multi-family,Landlords,C5,Power,G,C5,27158.01946
Multi-family,Landlords,C1,Power,F,C5,110794.5608
Multi-family,Landlords,C2,Power,F,C5,80564.32426
Multi-family,Landlords,C3,Power,F,C5,36136.95095
Multi-family,Landlords,C4,Power,F,C5,15929.00403
Multi-family,Landlords,C5,Power,F,C5,19067.50823
Multi-family,Landlords,C1,Power,E,C5,94152.05072
Multi-family,Landlords,C2,Power,E,C5,114827.023
Multi-family,Landlords,C3,Power,E,C5,95650.79238
Multi-family,Landlords,C4,Power,E,C5,57677.49239
Multi-family,Landlords,C5,Power,E,C5,17318.60199
Multi-family,Landlords,C1,Power,D,C5,56535.688
Multi-family,Landlords,C2,Power,D,C5,31185.43017
Multi-family,Landlords,C3,Power,D,C5,57144.38794
Multi-family,Landlords,C4,Power,D,C5,14336.37222
Multi-family,Landlords,C5,Power,D,C5,6767.892414
Multi-family,Landlords,C1,Power,C,C5,18796.56543
Multi-family,Landlords,C2,Power,C,C5,6556.268393
Multi-family,Landlords,C3,Power,C,C5,12159.82587
Multi-family,Landlords,C4,Power,C,C5,18839.26018
Multi-family,Landlords,C5,Power,C,C5,0
Multi-family,Landlords,C1,Power,B,C5,3263.184223
Multi-family,Landlords,C2,Power,B,C5,3263.184223
Multi-family,Landlords,C3,Power,B,C5,3263.184223
Multi-family,Landlords,C4,Power,B,C5,3263.184223
Multi-family,Landlords,C5,Power,B,C5,3263.184223
Multi-family,Landlords,C1,Power,A,C5,620.1526578
Multi-family,Landlords,C2,Power,A,C5,620.1526578
Multi-family,Landlords,C3,Power,A,C5,620.1526578
Multi-family,Landlords,C4,Power,A,C5,620.1526578
Multi-family,Landlords,C5,Power,A,C5,620.1526578
Multi-family,Landlords,C1,Natural gas,G,C1,2462.744359
Multi-family,Landlords,C2,Natural gas,G,C1,1852.98937
Multi-family,Landlords,C3,Natural gas,G,C1,1094.78442
Multi-family,Landlords,C4,Natural gas,G,C1,240.8258057
Multi-family,Landlords,C5,Natural gas,G,C1,356.9571331
Multi-family,Landlords,C1,Natural gas,F,C1,3265.344685
Multi-family,Landlords,C2,Natural gas,F,C1,2374.397137
Multi-family,Landlords,C3,Natural gas,F,C1,1065.030628
Multi-family,Landlords,C4,Natural gas,F,C1,469.460669
Multi-family,Landlords,C5,Natural gas,F,C1,561.9588741
Multi-family,Landlords,C1,Natural gas,E,C1,4031.555811
Multi-family,Landlords,C2,Natural gas,E,C1,4916.850439
Multi-family,Landlords,C3,Natural gas,E,C1,4095.731372
Multi-family,Landlords,C4,Natural gas,E,C1,2469.728783
Multi-family,Landlords,C5,Natural gas,E,C1,741.5760992
Multi-family,Landlords,C1,Natural gas,D,C1,4031.187797
Multi-family,Landlords,C2,Natural gas,D,C1,2223.627765
Multi-family,Landlords,C3,Natural gas,D,C1,4074.590183
Multi-family,Landlords,C4,Natural gas,D,C1,1022.232342
Multi-family,Landlords,C5,Natural gas,D,C1,482.5738622
Multi-family,Landlords,C1,Natural gas,C,C1,1894.255279
Multi-family,Landlords,C2,Natural gas,C,C1,660.7188989
Multi-family,Landlords,C3,Natural gas,C,C1,1225.426764
Multi-family,Landlords,C4,Natural gas,C,C1,1898.557913
Multi-family,Landlords,C5,Natural gas,C,C1,0
Multi-family,Landlords,C1,Natural gas,B,C1,1265.042053
Multi-family,Landlords,C2,Natural gas,B,C1,655.9477314
Multi-family,Landlords,C3,Natural gas,B,C1,1311.895463
Multi-family,Landlords,C4,Natural gas,B,C1,937.0681878
Multi-family,Landlords,C5,Natural gas,B,C1,515.3875033
Multi-family,Landlords,C1,Natural gas,A,C1,2094.87994
Multi-family,Landlords,C2,Natural gas,A,C1,2094.87994
Multi-family,Landlords,C3,Natural gas,A,C1,2094.87994
Multi-family,Landlords,C4,Natural gas,A,C1,2094.87994
Multi-family,Landlords,C5,Natural gas,A,C1,2094.87994
Multi-family,Landlords,C1,Natural gas,G,C2,2882.979672
Multi-family,Landlords,C2,Natural gas,G,C2,2169.17792
Multi-family,Landlords,C3,Natural gas,G,C2,1281.59515
Multi-family,Landlords,C4,Natural gas,G,C2,281.9195991
Multi-family,Landlords,C5,Natural gas,G,C2,417.867228
Multi-family,Landlords,C1,Natural gas,F,C2,3822.533312
Multi-family,Landlords,C2,Natural gas,F,C2,2779.557146
Multi-family,Landlords,C3,Natural gas,F,C2,1246.764261
Multi-family,Landlords,C4,Natural gas,F,C2,549.56803
Multi-family,Landlords,C5,Natural gas,F,C2,657.8498514
Multi-family,Landlords,C1,Natural gas,E,C2,4719.488406
Multi-family,Landlords,C2,Natural gas,E,C2,5755.847055
Multi-family,Landlords,C3,Natural gas,E,C2,4794.614692
Multi-family,Landlords,C4,Natural gas,E,C2,2891.155897
Multi-family,Landlords,C5,Natural gas,E,C2,868.1164212
Multi-family,Landlords,C1,Natural gas,D,C2,4719.057593
Multi-family,Landlords,C2,Natural gas,D,C2,2603.060938
Multi-family,Landlords,C3,Natural gas,D,C2,4769.866033
Multi-family,Landlords,C4,Natural gas,D,C2,1196.663003
Multi-family,Landlords,C5,Natural gas,D,C2,564.9188189
Multi-family,Landlords,C1,Natural gas,C,C2,2217.48532
Multi-family,Landlords,C2,Natural gas,C,C2,773.4619908
Multi-family,Landlords,C3,Natural gas,C,C2,1434.529913
Multi-family,Landlords,C4,Natural gas,C,C2,2222.522143
Multi-family,Landlords,C5,Natural gas,C,C2,0
Multi-family,Landlords,C1,Natural gas,B,C2,1480.905036
Multi-family,Landlords,C2,Natural gas,B,C2,767.8766851
Multi-family,Landlords,C3,Natural gas,B,C2,1535.75337
Multi-family,Landlords,C4,Natural gas,B,C2,1096.966693
Multi-family,Landlords,C5,Natural gas,B,C2,603.3316812
Multi-family,Landlords,C1,Natural gas,A,C2,2094.87994
Multi-family,Landlords,C2,Natural gas,A,C2,2094.87994
Multi-family,Landlords,C3,Natural gas,A,C2,2094.87994
Multi-family,Landlords,C4,Natural gas,A,C2,2094.87994
Multi-family,Landlords,C5,Natural gas,A,C2,2094.87994
Multi-family,Landlords,C1,Natural gas,G,C3,6361.71861
Multi-family,Landlords,C2,Natural gas,G,C3,4786.610074
Multi-family,Landlords,C3,Natural gas,G,C3,2828.028167
Multi-family,Landlords,C4,Natural gas,G,C3,622.0970537
Multi-family,Landlords,C5,Natural gas,G,C3,922.0854889
Multi-family,Landlords,C1,Natural gas,F,C3,8434.981884
Multi-family,Landlords,C2,Natural gas,F,C3,6133.501596
Multi-family,Landlords,C3,Natural gas,F,C3,2751.168689
Multi-family,Landlords,C4,Natural gas,F,C3,1212.702676
Multi-family,Landlords,C5,Natural gas,F,C3,1451.642439
Multi-family,Landlords,C1,Natural gas,E,C3,10414.24521
Multi-family,Landlords,C2,Natural gas,E,C3,12701.12297
Multi-family,Landlords,C3,Natural gas,E,C3,10580.0224
Multi-family,Landlords,C4,Natural gas,E,C3,6379.760653
Multi-family,Landlords,C5,Natural gas,E,C3,1915.626547
Multi-family,Landlords,C1,Natural gas,D,C3,10413.29455
Multi-family,Landlords,C2,Natural gas,D,C3,5744.036761
Multi-family,Landlords,C3,Natural gas,D,C3,10525.41085
Multi-family,Landlords,C4,Natural gas,D,C3,2640.612895
Multi-family,Landlords,C5,Natural gas,D,C3,1246.57645
Multi-family,Landlords,C1,Natural gas,C,C3,4893.207455
Multi-family,Landlords,C2,Natural gas,C,C3,1706.757626
Multi-family,Landlords,C3,Natural gas,C,C3,3165.50121
